id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A1A-011;Guerrero Fresh Company S.L.;cadena_valor;mayorista_especialidades;Espana;Madrid;https://guerrero-fc.com;Mayorista de frutas, hortalizas y frutos secos con puestos en naves C y E. CEO y Director Financiero publicamente identificados, lo que facilita una entrada directa sin intermediarios. Catalogo con datil en todas sus variedades y nuez de todos los origenes.;Ficha ASOMAFRUT: naves C 13-19 y E 56-58. Productos destacados pina, mango, papaya, fresa, cerezas, citricos, tomate, coliflor, broli, nuez y datil.;desconocido;desconocido;desconocido;desconocido;-;Antonio Guerrero;CEO;-;info@guerrero-fc.com;email_generico;Empresa mediana con CEO accesible y CFO propio: el perfil que decide un ticket de 50-100 k sin comite. Los microbrotes le dan una categoria de margen por kg que hoy no tiene y una marca blanca Guerrero para hosteleria.;Sin evidencia publica de inversion previa en terceros.;ninguno;70;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=79;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-012;Cia Fru and Ver Madrid S.L.;cadena_valor;mayorista_familiar_ecologico;Espana;Madrid;https://fruiver.com;Empresa familiar (dos gerentes Carrasco) con seis puestos en nave A y cuatro modulos en B-8. Catalogo amplio con linea ecologica y exoticos declarada. Marca y web propias.;Ficha ASOMAFRUT: nave A puestos 20-30 y B-8 modulos 25-28. Comercializa ecologico, exoticos y toda la gama de fruta.;desconocido;desconocido;desconocido;desconocido;-;Ivan Carrasco Gomez;Gerente;-;info@fruiver.com;email_generico;Dos gerentes de la misma familia deciden rapido. Su linea ecologica y de exoticos es donde encaja un microbrote premium de Madrid, con entrega en 24-48 h y marca blanca Fru and Ver.;Sin evidencia de actividad inversora.;ninguno;68;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=9;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-013;Frutas E. Sanchez S.L.;cadena_valor;mayorista_productor_exportador;Espana;Madrid;https://frutasesanchez.com;Mayorista de capital cien por cien familiar con PRODUCCION PROPIA, importacion y exportacion. Mas de medio siglo y varias generaciones. Ocupa puestos en naves B, C, D y J-2: uno de los mayores operadores de Mercamadrid.;Ficha ASOMAFRUT: produccion propia, cuarta gama de ensaladas y gazpachos, linea ecologica. Director Comercial y Directora Internacional de la familia Sanchez identificados.;desconocido;desconocido;desconocido;desconocido;-;Ernesto Sanchez Miranda;Director Comercial;-;frutas@frutasesanchez.com;email_generico;Ya es productor ademas de mayorista: entiende el valor de controlar el origen. Rootflow le anade una finca de interior en Madrid que produce todo el ano sin estacionalidad, con marca blanca E. Sanchez para su cuarta gama.;Empresa grande, puede exigir mas control del que los fundadores ofrecen.;ninguno;68;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=26;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-014;Frutas Hermanos Ruiz Gomez S.L.;cadena_valor;distribuidor_horeca_colectividades;Espana;Madrid;https://frutashrg.com;Mayorista de nave F con almacen propio en el Centro de Transportes de Madrid y flota de una veintena de vehiculos refrigerados. Certificada ISO 9001:2015. Sirve hospitales y centros de la Comunidad de Madrid, empresas de restauracion, colegios y residencias.;Ficha ASOMAFRUT: cinco puestos en nave F, direccion exterior en CTM Villaverde, flota refrigerada propia, certificacion ISO 9001. Cuarta gama y ecologico en catalogo.;desconocido;desconocido;desconocido;desconocido;-;Raquel Canizares;Administracion;-;frutashrg@frutashrg.com;email_generico;Tiene la capilaridad logistica que a Rootflow le falta: veinte camiones refrigerados y contratos con restauracion colectiva. Rootflow le aporta el producto premium diferencial y, entrando en capital, el suministro exclusivo.;Cliente institucional con licitaciones, sensible a precio.;ninguno;67;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=30;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-015;Hermanos Bonilla Rollan S.L.;cadena_valor;mayorista_tropical_marca_premium;Espana;Madrid;https://hermanosbonilla.com;Mayorista de nave B con MARCA PREMIUM PROPIA La Tentacion by Dibotropic para aguacate y Bocado Tropical para pina, mango y papaya. Distribucion exclusiva en zona Centro de varias marcas productoras. Administrador de la familia identificado.;Ficha ASOMAFRUT: marcas propias La Tentacion y Bocado Tropical, distribucion exclusiva zona Centro de Fresh Fruits International Trade, Warakko, Axarfruit, Perez Zara y Natural Tropic.;desconocido;desconocido;desconocido;desconocido;-;Cesar Bonilla;Administrador;-;info@hermanosbonilla.com;email_generico;Ya sabe construir y defender marca premium propia y negociar exclusivas de zona Centro: exactamente la operacion que Rootflow propone. Microbrotes y flores comestibles bajo su marca, con exclusiva Madrid asegurada via capital.;Concentrado en tropicales, categoria distinta a la de Rootflow.;ninguno;67;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=48;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-016;Casa Noya S.L.;cadena_valor;mayorista_familiar_historico;Espana;Madrid;https://www.casanoya.es;Empresa familiar fundada en 1926 en la Plaza de la Cebada, con mas de 90 anos de historia y administradora de la tercera generacion. Nave E puesto 37. Tres comerciales especializados por familia de producto.;Ficha ASOMAFRUT con catalogo de verduras de hoja, champinon y shitake, fruta de hueso y citricos. Administradora Julia Noya Fernandez identificada.;desconocido;desconocido;desconocido;desconocido;-;Julia Noya Fernandez;Administradora;-;info@casanoya.es;email_generico;Empresa familiar consolidada y con relato de marca de cien anos: un producto vivo de Madrid encaja en ese discurso. Rootflow le da exclusividad de categoria y marca blanca Casa Noya para su clientela de verdura de hoja.;Mayorista clasico sin evidencia de diversificacion reciente.;ninguno;66;B;alta;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-017;Frutas Trobo de Roa S.L.;cadena_valor;mayorista_cuarta_gama_marca_propia;Espana;Madrid;https://www.frutastrobo.com;Mayorista de nave F con MARCA PROPIA de cuarta gama Frujuca Comida Sana y web dedicada. Gerente identificado. Fruta cortada lista para consumir: modelo de negocio de valor anadido, no de commodity.;Ficha ASOMAFRUT: cuarta gama de fruta cortada, marca Frujuca con dominio propio frujucacomidasana.com. Gerente Juan Carlos Trujillo.;desconocido;desconocido;desconocido;desconocido;-;Juan Carlos Trujillo;Gerente;-;-;formulario_web;Ya ha lanzado marca propia de valor anadido (Frujuca). Microbrotes y flores comestibles son el siguiente escalon de margen sobre la misma logica de producto preparado y listo para emplatar.;Email publico solo en formato personal. Empresa pequena.;ninguno;65;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=41;https://www.frujucacomidasana.com;2026-09-21;nuevo
A1A-018;Frutas Avalon S.L.U.;cadena_valor;mayorista_familiar_marca_propia;Espana;Madrid;https://www.frutasavalon.com;Empresa familiar de tres generaciones en nave F que en 2021 lanzo su primera MARCA COMERCIAL PROPIA Bacanal Fruta, centrada en guayaba, carambola, pitahaya y aguacates de piel lisa. Paga a proveedores por transferencia con pronto pago.;Ficha ASOMAFRUT: marca Bacanal Fruta con web propia bacanalfrutel.com. Apoyo declarado al producto tropical andaluz y levantino. Dos responsables San Martin identificados.;desconocido;desconocido;desconocido;desconocido;-;Deborah San Martin;Direccion;-;deborah@frutasavalon.com;formulario_web;Ya ha demostrado que sabe lanzar marca propia (Bacanal, 2021) y defiende el producto nacional frente al importado: el mismo argumento de Rootflow. Producto vivo de Madrid bajo marca Bacanal.;Empresa pequena de un puesto. Emails publicados en formato personal.;ninguno;65;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=23;https://www.bacanalfrutel.com;2026-09-21;nuevo
A1A-019;Verduras Marcafruit S.L.;cadena_valor;mayorista_familiar_especialidades;Espana;Madrid;https://marcafruit.com;Empresa familiar con mas de 35 anos, PRODUCCION PROPIA e importacion, especializada en nichos de alto valor: judias verdes, pimiento de padron, esparrago triguero, piparras y guindilla vasca. Fundador, Directora General y Directora Comercial de la familia Rodriguez identificados.;Ficha ASOMAFRUT: nave D 55-57 y B-8 modulos 31-33. Produccion propia, importacion de Marruecos, Senegal y Peru, exportacion. Especialidad declarada en guindilla vasca y pimiento de padron.;desconocido;desconocido;desconocido;desconocido;-;Marta Rodriguez;Directora General;-;marcafruit@marcafruit.com;email_generico;Su negocio ya es de especialidad de alto valor por kilo y con produccion propia. Los microbrotes son la misma jugada sin necesidad de campo, con entrega en 24-48 h en Madrid y marca blanca Marcafruit.;Sin evidencia de actividad inversora previa.;ninguno;65;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=73;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-020;Frutas Perichan S.L.;cadena_valor;mayorista_cuarta_gama_agricola;Espana;Madrid;https://perichan.com;Mayorista de nave D con ocho puestos, especializado en tomate, pepino, judia, LECHUGA ICEBERG y CUARTA GAMA. Vinculado a Agricola Perichan, es decir con produccion propia asociada.;Ficha ASOMAFRUT: ocho puestos en nave D, cuarta gama y productos tropicales, perfil de Instagram agricolaperichan que evidencia la rama productora.;desconocido;desconocido;desconocido;desconocido;-;Fernando Mendez Raja;Direccion comercial;-;frutasperichan@perichan.com;email_generico;Especialista en cuarta gama y hoja: su cliente ya paga por producto lavado y listo. El microbrote es la extension premium de esa misma linea con margen muy superior.;Sin evidencia de actividad inversora previa.;ninguno;64;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=35;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-021;Salto a Origen S.L.;cadena_valor;mayorista_setas_exoticos;Espana;Madrid;https://www.mercajara.com;Mayorista de nave C especializado en SETAS Y CHAMPINONES y fruta exotica, vinculado al grupo Mercajara. Perfil de especialista en producto de nicho y no de volumen.;Ficha ASOMAFRUT: nave C puestos 27-29, especialista declarado en setas y champinones y productos exoticos. Comercial y responsable de administracion identificados.;desconocido;desconocido;desconocido;desconocido;-;Eriz Lopez Aguado;Comercial;-;administracion@saltoaorigen.eu;email_generico;Las setas y el microbrote comparten cliente (chef) y logica de margen. Rootflow le completa la gama de emplatado con producto cultivado en Madrid y entrega en 24-48 h.;Empresa pequena. Vinculacion a grupo externo puede ralentizar la decision.;ninguno;63;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=82;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-022;Frutas Asturias S.A.;cadena_valor;mayorista_integrado_retail;Espana;Madrid;https://www.frutasasturias.com;Mayorista desde 1983 con tres puestos en nave D, dos modulos auxiliares y VARIAS TIENDAS PROPIAS en Madrid: integracion vertical mayorista-minorista documentada. Sirve supermercados, corredores, detallistas, colectividades y restauracion.;Ficha ASOMAFRUT: nave D 17-21 y J-2 modulos 7-8, mas tiendas propias en Madrid. Web corporativa activa.;desconocido;desconocido;desconocido;desconocido;-;-;-;-;infoasturias@frutasasturias.com;email_generico;Tiene canal mayorista y minorista propio: puede colocar el microbrote a chef y a consumidor final. Marca blanca Frutas Asturias para sus tiendas y suministro exclusivo via capital.;Sin persona de contacto directivo publicada.;ninguno;62;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=22;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-023;Frutas Fidalgo S.L.;cadena_valor;mayorista_familiar_fruta_premium;Espana;Madrid;https://frutasfidalgo.com;Empresa familiar de nave C con cuatro miembros de la familia Fidalgo en el equipo comercial. Catalogo de especialidad (tomate cherry en rama, esparrago verde, pimiento de padron, kiwi Zespri y Gold) y servicio de reparto propio.;Ficha ASOMAFRUT: nave C puestos 8-10 y modulo B-8 34. Cuatro comerciales Fidalgo identificados. Ofrece distribucion y reparto de mercancias.;desconocido;desconocido;desconocido;desconocido;-;Jose Antonio Fidalgo;Comercial;-;frutasfidalgo@frutasfidalgo.com;email_generico;Cuatro hermanos al frente: decision familiar rapida sin comite. Su catalogo de especialidad y su reparto propio permiten introducir microbrotes de Madrid en 24-48 h.;Sin evidencia de actividad inversora previa.;ninguno;62;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=27;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-024;Madremia S.L.;cadena_valor;mayorista_familiar;Espana;Madrid;https://madremia.es;Mayorista de nave B dirigido por dos hermanos Sancho Landete, especializado en citricos y kakis con marca y web propias. Certificaciones publicadas.;Ficha ASOMAFRUT: nave B puestos 56-58, dos gerentes de la familia Sancho, sellos y certificados.;desconocido;desconocido;desconocido;desconocido;-;Miguel Sancho Landete;Gerente;-;mercamadrid@madremia.es;email_generico;Dos hermanos gerentes deciden en semanas. Marca propia ya construida a la que anadir la categoria premium de microbrotes con entrega en 24-48 h desde Las Rozas.;Especializado en citricos, categoria alejada del microbrote.;ninguno;60;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=57;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-025;Manguan S.L.;cadena_valor;mayorista_familiar_marca_propia;Espana;Madrid;https://www.manguanehijos.com;Empresa familiar con MARCA PROPIA Naranjas BENI (melon y citricos) y seis puestos entre naves A y D. Director Comercial y Gerente de la familia Manguan. Catalogo con ecologicos y cuarta gama.;Ficha ASOMAFRUT: marca BENI para melon y clementina, ecologicos y cuarta gama, esparrago y alcachofa. Dos directivos Manguan identificados.;desconocido;desconocido;desconocido;desconocido;-;Eugenia Manguan;Gerente;-;eugenia@manguanehijos.com;formulario_web;Marca propia consolidada y estructura familiar de decision corta. Los microbrotes amplian su cuarta gama con el mayor margen por kg del mostrador.;Emails publicados en formato personal.;ninguno;60;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=58;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-026;Don Melon S.L.;cadena_valor;mayorista_productor_familiar;Espana;Madrid;https://donmelon.com;Empresa familiar fundada en 1989 por Francisco Garcia Roldan con INSTALACIONES PROPIAS DE 8.000 m2 EN VILLACONEJOS (Madrid) y dos puestos en nave F. Integracion vertical produccion-manipulacion-mayorista dentro de la Comunidad de Madrid. Linea de cuarta gama.;Ficha ASOMAFRUT: nave F puestos 41-43, planta propia en Villaconejos desde 1991, cuarta gama, certificados y sellos.;desconocido;desconocido;desconocido;desconocido;-;-;-;-;donmelon@telefonica.net;email_generico;Unico del censo con planta propia dentro de la Comunidad de Madrid: comparte con Rootflow la tesis de KM 0 madrileno. Puede sumar los microbrotes a su cuarta gama y asegurar exclusiva via capital.;Negocio estacional concentrado en melon y sandia. Sin directivo publicado.;ninguno;60;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=15;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
A1A-027;Lorenzo Izquierdo S.L.;cadena_valor;mayorista_transformador_familiar;Espana;Madrid;https://www.lorenzoizquierdo.com;Empresa familiar con mas de 60 anos especializada en comercio, TRANSFORMACION Y ENVASADO de producto hortofruticola. Distribuye a nivel nacional y sirve a supermercados, detallistas y hosteleria. Nave A puestos 4-6.;Ficha ASOMAFRUT: nave A, capacidad propia de transformacion y envasado, importacion de Francia, Holanda, Israel y Marruecos, certificados y sellos.;desconocido;desconocido;desconocido;desconocido;-;Jose Lorenzo Izquierdo;Direccion;-;mercamadrid@lorenzoizquierdo.com;email_generico;Tiene lineas de envasado propias: puede producir el formato marca blanca de microbrotes sin inversion adicional. Rootflow aporta el producto vivo y la exclusiva.;Especializado en patata y cebolla, commodity de bajo margen.;ninguno;58;B;alta;https://asociados.asomafrut.com/detalle?tb_empresa_id_empresa=56;https://asociados.asomafrut.com/ficheros/aso_espanol_baja.pdf;2026-09-21;nuevo
