id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A4-051;Andres Casal Goicoechea;angel;cofundador y co-CEO de Wetaca, foodtech de comida preparada;Espana;Andalucia;-;Business angel con tesis exclusiva en foodtech. Invierte en pre-seed con tickets de 5.000 a 25.000 euros y busca negocios de repeticion con margenes claros.;Cofundador y co-CEO de Wetaca, con entendimiento profundo del consumidor y de operaciones de alimentacion. Inversiones en Viver Kombucha, Incapto, Laagam, Tacter, Honei, Zrive y Frankie the King.;5000;25000;equity|CeP;si;2026-09;Andres Casal Goicoechea;Cofundador y co-CEO de Wetaca;https://www.linkedin.com/in/andrescasal;-;intro_calida;Busca negocios de repeticion con margenes claros: Rootflow vende cosecha viva bajo pedido a clientes HORECA recurrentes con margen bruto del 74-77%.;Ticket pequeno. Reside fuera de Madrid, lo que resta al argumento de proyecto visitable. Evidencia de listado sin fecha de operacion concreta.;ninguno;79;A;media;https://nexencapital.com/fundraising/top-150-business-angels-en-espana/;https://elreferente.es/emprendedores/andres-casal/;2026-09-21;nuevo
A1B-064;Germinats Tugas S.L.;industrial_agro;germinados_microbrotes;Espana;Sant Climent de Llobregat Barcelona;https://tugas.es;Empresa familiar pionera en germinados en Espana desde 1985 hoy en segunda generacion con 13 M EUR y 45 empleados. Compro CBC importadora de ingredientes deshidratados lo que prueba capacidad de adquirir. Desde 2022 desarrolla su propia linea de microbrotes y se posiciona en restauracion;Germinados y microbrotes. Mas de quince variedades primera empresa espanola del sector con certificacion IFS y 13 M EUR de facturacion de grupo;desconocido;desconocido;equity;desconocido;2025-12;Joaquim Tugas;Fundador;https://es.linkedin.com/company/germinados-tugas;-;intro_calida;Tugas ya compro una compania para crecer y quiere pasar de la ensalada a los fogones. Rootflow le da capacidad y canal en Madrid que hoy no tiene desde Barcelona. Adquirente estrategico natural y no solo inversor;Es competidor directo en microbrotes. Cualquier conversacion exige NDA previo y control de informacion;competidor;79;A;alta;https://www.elnacional.cat/oneconomia/es/empresas/tugas-se-consolida-como-proveedor-germinados-microbrotes-restauracion_1622186_102.html;https://tugas.es/quienes-somos/;2026-09-21;nuevo
A1B-052;Huercasa Grupo;industrial_agro;quinta_gama_familiar;Espana;Sanchonuno Segovia;https://www.huercasa.com;Empresa familiar de 45 anos lider en V gama vegetal con mas de 70 M EUR y una inversion de mas de 20 M EUR entre 2025 y 2027 para la mayor fabrica de maiz dulce de Europa. Tiene centro de innovacion propio Cocina de Ideas donde analiza tendencias y crea productos nuevos;Vegetales de V gama cocidos y envasados. Mas de 70 M EUR y 20 M EUR de inversion industrial en curso;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Huercasa invierte activamente y tiene centro de innovacion para categorias nuevas. Rootflow le da la categoria de microbrotes frescos premium ya montada en Madrid con marca blanca y sin CAPEX;Su negocio es vegetal cocido de larga vida frente al producto vivo de Rootflow;ninguno;79;A;alta;https://revistamercados.com/huercasa-mayor-fabrica-maiz-dulce-europa/;https://www.diariodevalladolid.es/castilla-y-leon/161102/11479/huercasa-invierte-10-millones-valladolid-segovia-apuntalar-impulso-exportador.html;2026-09-21;nuevo
A1B-075+A2-037;Semillas Fito S.A.;industrial_agro;multinacional espanola de semillas horticolas;Espana;Barcelona;https://www.semillasfito.es/;Empresa familiar centenaria de quinta generacion con 122 M EUR en 2023 objetivo de 140 M EUR en 2026 y diez filiales internacionales. Invierte entre el 20 y el 25 por ciento de su facturacion en I+D lo que la convierte en el perfil espanol con mas cultura de apostar por variedades y proyectos nuevos;Semillas hortícolas y de gran cultivo. 122 M EUR de facturacion con 70 por ciento internacional y entre 20 y 25 por ciento de las ventas en I+D;desconocido;desconocido;desconocido;desconocido;2026-01;-;-;https://es.linkedin.com/company/fitoseeds;-;formulario_web;Fito pone una quinta parte de sus ventas en I+D. Rootflow es un proyecto de 50 a 100 k EUR que le abre la categoria de microbrotes donde su semilla es el insumo. Ademas es cliente natural y canal de variedades;Corporacion familiar grande centrada en genetica, sin historial publico de inversion en explotaciones cliente. Encaje de capital bajo.;ninguno;79;A;alta;https://www.elnacional.cat/oneconomia/es/empresas/semillas-fito-140-millones-2026-filial-egipto_1251263_102.html;https://www.fitoseeds.com/es-es/noticias/internacionalizaci%C3%B3n-evoluci%C3%B3n-de-las-filiales/;2026-09-21;nuevo
A4-009+A4-011;Red de Inversores Privados y Family Offices de IESE;red_angels;plataforma de family offices e inversores privados de escuela de negocios;Espana;Barcelona;https://www.iese.edu/es/emprendedores/business-angels/;Red creada en 2003 que reune a mas de 200 inversores activos, clubes de inversion de alumni, family offices y grandes empresas. Campus en Barcelona y Madrid.;Acuerdo con EIT Food para conectar startups agroalimentarias e inversores mediante el Foodtech and Agritech Investment Forum celebrado en Madrid. Elabora el Informe AEBAN de business angels.;20000;desconocido;equity|participativo|CeP;si;2026-06;-;-;-;businessangels@iese.edu;email_generico;Perfil de family office que valora activo real, deuda participativa con downside protegido y TIR base del 33% con apalancamiento publico 1:1 via ENISA.;Acceso preferente a alumni del IESE. Proceso de seleccion competitivo y agenda de foros trimestral que puede no encajar en 6 semanas.;ninguno;78;A;alta;https://www.iese.edu/es/emprendedores/business-angels/;https://capital-riesgo.es/es/articles/iese-business-angels-and-eit-food-join-forces-to-get-together-agrifood-startups-and-investors/;2026-09-21;nuevo
A2-011;Antonio de Miguel S.A.;cadena_valor;distribuidor selectivo de alta gastronomia;Espana;Madrid;https://antoniodemiguel.es/;Empresa familiar fundada en 1984, referente en distribucion selectiva de producto gastronomico de alta gama a hosteleria, con entrega en 24 h en todo el territorio nacional.;Mas de 35 anos como distribuidora de alimentacion selectiva, sede en Madrid y red de representantes comerciales en las principales ciudades espanolas.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;https://es.linkedin.com/company/antonio-de-miguel-sau;-;evento;Microbrotes y flores comestibles KM0 Madrid como categoria viva y diferencial en un catalogo hoy dominado por producto de larga vida, con exclusividad y marca blanca.;Empresa familiar sin historial publico de entrada en capital de proveedores. Decision concentrada en la propiedad.;ninguno;76;A;media;https://antoniodemiguel.es/;https://antoniodemiguel.es/una-historia-familiar/;2026-09-21;nuevo
A4-044+A6-002;Ecrowd Invest PFP S.L.;crowdfunding;crowdlending de proyectos con impacto positivo CNMV numero 17;Espana;Barcelona;https://www.ecrowdinvest.com/;Primera plataforma espanola de crowdlending para proyectos con impacto directo positivo, autorizada por la CNMV en diciembre de 2023. Financia economia real y sostenible.;Tesis de impacto directo en economia real y sostenibilidad, con proyectos de eficiencia energetica y recursos. Encaja con el CAPEX de clima, aislamiento y camara frigorifica.;desconocido;300000;deuda;si;2026-09;-;-;-;inversores@ecrowdinvest.com;formulario_web;Financiar el CAPEX duro de la nave con deuda de impacto sin diluir: eficiencia hidrica y energetica de la hidroponia mas flujos B2B recurrentes con DSCR 3,70.;Solo deuda, no aporta fondos propios y por tanto no desbloquea ENISA ni SAECA. Complemento, no sustituto del inversor privado.;ninguno;76;A;alta;https://www.ecrowdinvest.com/;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores?lang=es;2026-09-21;nuevo
A1B-048+A2-005;Frutas Candil S.L.;cadena_valor;mayorista Mercamadrid y Mercabarna canal horeca;Espana;Madrid;https://frutascandil.com/;Mayorista familiar fundado en 1975 presente en Mercamadrid y Mercabarna y descrito como uno de los mas modernos e innovadores del sector. Madrid capital y canal HORECA directo. Geografia perfecta y decision familiar corta;Doble posicion en los dos principales mercados mayoristas de Espana y linea especifica de suministro a hosteleria.;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Rootflow ya tiene acuerdo de consignacion en borrador en Mercamadrid. Para Candil es marca blanca de microbrotes KM 0 con entrega en 24-48 h y sin stock muerto. Ademas es socio comercial y financiero a la vez;Mayorista con margen fino y menos capacidad de ticket que un productor grande;ninguno;76;A;media;https://frutascandil.com/;https://bamadrid.org/wp-content/uploads/2022/09/Empresas-de-Mercamadrid.pdf;2026-09-21;nuevo
A1B-028;Grupo La Cana;industrial_agro;grupo_familiar_hortofruticola;Espana;Motril Granada;https://www.grupolacana.com;Empresa familiar fundada en 1978 con mas de 2.000 agricultores vinculados y 2.000 empleados en pico. Modelo directo a supermercado sin intermediarios y proyectos propios de renovables y colaboracion con la Universidad de Granada. Familiar mas innovacion mas canal propio;Mas de 30 variedades de frutas y hortalizas incluyendo aguacate y chirimoya. Exporta cerca del 90 por ciento a Europa;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;https://es.linkedin.com/company/grupolacana;-;formulario_web;Grupo La Cana ya colabora con universidad e invierte en proyectos propios. Rootflow es entrada inmediata en microbrotes premium con marca blanca para su canal de retail y HORECA;Foco exportador a retail europeo mas que a HORECA espanola;ninguno;76;A;alta;https://landaluz.es/asociado/grupo-la-cana/;https://es.linkedin.com/company/grupolacana;2026-09-21;nuevo
A1B-050+A2-004;Guillen Merca S.L.;cadena_valor;mayorista Mercamadrid con produccion agricola propia;Espana;Madrid;https://guillenmerca.es/;Mayorista madrileno de frutas y hortalizas que vende explicitamente al sector de la hosteleria ademas de a mayoristas y almacenes. Canal HORECA Madrid que es exactamente el cliente de Rootflow;Distribuidor en exclusiva de La Atalaya, marca premium de hortalizas cultivada en campos agricolas propios en San Javier Murcia: brocoli, pimientos, alcachofa, guisante y pimiento ecologico.;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Su cliente es el mismo que el de Rootflow. Entrada como proveedor exclusivo de microbrotes KM 0 mas participacion minoritaria. Ticket pequeno y decision de propietario;No hay evidencia publica de toma de participaciones en terceros. Tamano y capacidad inversora sin verificar.;ninguno;76;A;media;https://guillenmerca.es/;https://bamadrid.org/wp-content/uploads/2022/09/Empresas-de-Mercamadrid.pdf;2026-09-21;nuevo
A1B-053;Fruselva Global S.A. MaserGrup;industrial_agro;quinta_gama_familiar;Espana;La Selva del Camp Tarragona;https://www.fruselva.com;Grupo familiar catalan de V gama y nutricion infantil que paso de 59 a mas de 80 M EUR y proyecto 120 M EUR. Compro el grupo Costa Concentrados Levantinos lo que es evidencia directa de capacidad y voluntad de adquirir companias;Zumos nectares y bebidas nutricionales de V gama. Mas de 80 M EUR y adquisicion de Costa Concentrados Levantinos;desconocido;desconocido;equity;desconocido;2024-12;-;-;-;-;formulario_web;Fruselva ya compra empresas. Rootflow es una entrada minoritaria barata en microbrotes premium con capacidad montada en Madrid y marca blanca lista;Su nucleo es bebida y nutricion infantil no fresco vivo;ninguno;75;A;alta;https://www.bioecoactual.com/2023/12/21/masergrup-fruselva-adquiere-el-grupo-alimentario-costa-concentrados-levantinos/;https://infonif.economia3.com/ficha-empresa/fruselva-spain-sa;2026-09-21;nuevo
A6-025;Avalmadrid SGR;publico_coinversor;sociedad de garantía recíproca de la Comunidad de Madrid;España;Madrid;https://www.avalmadrid.es;SGR de referencia de la Comunidad de Madrid, supervisada por el Banco de España. Otorga avales financieros y técnicos para que pymes, autónomos y emprendedores madrileños accedan a financiación bancaria con tipos más bajos y plazos más amplios.;Avala a pymes madrileñas de todos los sectores. Gestiona líneas bonificadas de la Comunidad de Madrid y del Ayuntamiento de Madrid.;desconocido;desconocido;deuda;si;2026-04;-;-;-;avalmadrid@avalmadrid.es;formulario_web;Su web dice literalmente que el aval evita aportar garantías personales adicionales: es la pieza que permite montar la póliza de 50 k€ y el CAPEX bancario respetando la línea roja de los fundadores de no dar avales personales. Además elevó en abril de 2026 a 30 M€ su línea conjunta con Bankinter.;No aporta capital ni computa como fondos propios para ENISA. Exige darse de alta como socio partícipe y pagar comisión de estudio y de aval. Analiza viabilidad y puede pedir garantías sobre el activo financiado.;ninguno;74;B;alta;https://www.avalmadrid.es/avales-financieros/;https://www.avalmadrid.es/noticias/avalmadrid-y-bankinter-elevan-a-30-millones-su-linea-conjunta-de-financiacion-para-pymes-y-autonomos/;2026-09-21;nuevo
A4-055;Marc Ferran;angel;fundador de Keiro Partners y Claranuts, inversor en agrotech;Espana;Barcelona;-;Economista y fundador de Keiro Partners y Claranuts, cofundador de Toubkal Partners, con presencia en mas de treinta startups desde fases semilla eficientes en capital. Tesis declarada en agrotech.;Fundador de Claranuts, negocio de frutos secos. Inversion destacada en Agrosingularity, startup de valorizacion de subproductos agroalimentarios. Tambien en Holded, Scoolinary, Tacter, Guruwalk, Habitissimo, Woom, Flanks y Yaba.;5000;25000;equity|CeP;si;2026-09;Marc Ferran;Fundador de Keiro Partners y Claranuts;https://www.linkedin.com/in/marc-ferran-00092a7;-;intro_calida;Invierte en agrotech desde fases semilla eficientes en capital y ayuda con cap table y paneles de metricas: perfil ideal para una ronda de 100 k bien estructurada.;Ticket pequeno y base en Barcelona. Evidencia de listado sin fecha de operacion concreta.;ninguno;74;B;media;https://nexencapital.com/fundraising/top-150-business-angels-en-espana/;https://www.linkedin.com/in/marc-ferran-00092a7;2026-09-21;nuevo
A3-005+A5-016;Corporacion Hijos de Rivera (Cosecha de Galicia y MOVE);family_office;corporate venturing e inversiones corporativas de grupo cervecero y de bebidas (Estrella Galicia);España;A Coruña;https://corporacionhijosderivera.com/en/innovation/;Holding de la familia Rivera (Estrella Galicia) que invierte en agricultura propia a traves de Cosecha de Galicia y en startups mediante MOVE Digital Business and Venturing y el ecosistema TheHop.;Lidero la ronda de 4,2 M EUR de Ekonoke, startup de cultivo indoor de lupulo en granja vertical, a traves de Cosecha de Galicia. Invierte tambien en Inproteins (proteina de bagazo) y promueve cultivos de proximidad.;desconocido;desconocido;equity;si;2025-10;Yago Campos;Director de I+D+i de Corporacion Hijos de Rivera;https://www.linkedin.com/in/yagocampos/;-;formulario_web;Es el unico inversor espaniol que ya ha puesto dinero en hidroponia de interior (Ekonoke): Rootflow es el mismo modelo tecnico aplicado a microbrotes premium con ventas reales.;Lidero una ronda de 4,2 M EUR: no hay evidencia de tickets de 100 k EUR ni de instrumentos de deuda participativa. Decision corporativa. Base en Galicia y foco en cultivos ligados a la cerveza.;ninguno;73;B;alta;https://elreferente.es/inversiones/ekonoke-cierra-ronda-inversion-42m-garantizar-produccion-sostenible-cerveza/;https://corporacionhijosderivera.com/;2026-09-21;nuevo
A6-026;Iberaval SGR;publico_coinversor;sociedad de garantía recíproca multirregional;España;Valladolid;https://www.iberaval.es;La SGR más activa de España con más de 45 años, 160.000 empresas apoyadas y 230.000 avales. Opera en Castilla y León, La Rioja, Comunidad de Madrid, Galicia y Cantabria según el directorio oficial de CESGAR.;Avala inversión productiva, compra de maquinaria y circulante estructural de pymes de todos los sectores, con convenios con Caja Rural de Asturias e IGAPE.;desconocido;desconocido;deuda;si;2026-09;-;-;-;iberaval@iberaval.es;formulario_web;Opera en la Comunidad de Madrid y es la SGR con más músculo del país: segunda vía de aval en paralelo a Avalmadrid para el préstamo de CAPEX de la nave y la compra de racks y cámara frigorífica.;No aporta capital. Exige alta como socio partícipe y comisiones. Su foco principal sigue siendo Castilla y León.;ninguno;73;B;alta;https://cesgar.es/sgr/;https://www.iberaval.es/;2026-09-21;nuevo
A1B-008+A1B-009;Champinter S.Coop. de C-LM;industrial_agro;cooperativa_setas_champinon;Espana;Villamalea Albacete;https://www.champinter.com;Cooperativa lider europea en champinon y setas con mas de 90 M EUR y la de mayor facturacion de primer grado en Castilla-La Mancha. Produccion en entorno controlado sin luz solar que es exactamente el know-how operativo adyacente al de Rootflow;Champinon y setas. Mas de 90 M EUR anuales y liderazgo europeo en gama de hongos comestibles;desconocido;desconocido;desconocido;desconocido;2024-11;-;-;-;-;formulario_web;Su cultivo en entorno controlado y su canal de setas gourmet encajan de forma natural con los microbrotes. Rootflow anade una categoria vegetal viva a su gama de hongos sin que Champinter monte planta;Estructura de segundo grado con decision lenta y poca informacion publica;ninguno;72;B;alta;https://www.lavozdetomelloso.com/43483/premios_cooperativos_castillala_mancha_reconocen_labor_champinter_virgen_vinas_progreso_coopaman;https://agroalimentariasclm.coop/premios-cooperativos-2022/;2026-09-21;nuevo
