id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A3-011;Faraday Venture Partners;red_angels;club de inversores privados y family offices con modelo deal by deal;España;Madrid;https://www.faradayvp.com/;Club de inversion y gestora CNMV fundada en 2011 que ofrece a socios particulares, family offices y pequenios fondos oportunidades early stage deal by deal, ademas de fondos gestionados.;Sector agnostico. Invierte en early stage de la UE con innovacion y al menos 6 meses de traccion comercial, requisito que Rootflow ya cumple.;2000;desconocido;equity;si;2026-06;-;-;-;-;formulario_web;Su modelo club permite sindicar los 100 k€ entre varios family offices con tickets pequenios, sin depender de un unico lead, y en plazos de semanas.;Es un club, no un balance: depende de que sus socios se apunten. Tesis generalista sin foco agro.;ninguno;72;B;alta;https://www.faradayvp.com/;https://www.openvc.app/fund/Faraday%20Venture%20Partners;2026-09-21;nuevo
A3-012;BIGBAN Investors Spain;red_angels;red nacional de inversores early stage con categoria de socio Family Office y servicio de coinversion;España;Valencia;https://bigban.org/;Red de inversores privados de early stage fundada en 2007 que agrupa mas de 200 inversores de 20 provincias, con perfiles de socio diferenciados para business angels, VC, corporates y family offices.;Servicio de Coinversion y Dealflow entre sus miembros. Mas de 55 M€ canalizados en proyectos empresariales innovadores.;desconocido;desconocido;equity|participativo;si;2026-06;-;-;-;-;red_angels;Via directa para presentar Rootflow a family offices socios en un solo foro y cerrar varios tickets de 20-50 k€ en paralelo.;No invierte en balance propio. Requiere ser seleccionado en su dealflow. Sede en Valencia aunque red nacional.;ninguno;61;B;alta;https://bigban.org/conoce-bigban/;https://bigban.org/perfiles-de-inversor/;2026-09-21;nuevo
A3-013;Dozen Investments;crowdfunding;plataforma de financiacion participativa autorizada por CNMV con foco Food and Beverage;España;Barcelona;https://dozeninvestments.com/;Plataforma online autorizada y supervisada por la CNMV que permite invertir desde 1.000 € en startups seleccionadas, con foco declarado en Food and Beverage, Health y FinTech.;Foco sectorial declarado en Food and Beverage. Mas de 30 M€ invertidos en startups como Glovo, Skitude, Yego, Parlem o Cuideo.;1000;desconocido;equity;si;2026-09;-;-;-;-;formulario_web;Permite agregar muchos tickets pequenios de inversores particulares y family offices en torno a un activo real y comprensible como una granja urbana de microbrotes.;Vehiculo de agregacion: implica muchos socios en cap table y dilucion, choca con la linea roja de dilucion minima salvo que se estructure via CeP o SPV.;ninguno;66;B;alta;https://dozeninvestments.com/;https://elreferente.es/inversor/dozen-investments/;2026-09-21;nuevo
A3-014;Instituto de la Empresa Familiar;family_office;asociacion de grandes empresas familiares y red de asociaciones territoriales - canal de acceso;España;Madrid y Barcelona;https://www.iefamiliar.com/;Asociacion que agrupa a las principales empresas familiares espaniolas, con red de asociaciones territoriales, Forum Familiar de Jovenes y red de catedras universitarias.;Entre sus asociados hay numerosos grupos agroalimentarios y familias con origen agrario, que son precisamente el perfil objetivo de esta busqueda.;0;0;desconocido;desconocido;2026-06;-;-;-;-;evento;Canal para llegar a familias con origen agroalimentario a traves del Forum Familiar de Jovenes y las asociaciones territoriales, donde decide la siguiente generacion.;NO ES UN INVERSOR: no invierte ni intermedia operaciones. Solo sirve como canal de acceso y eventos. Acceso restringido a asociados.;ninguno;38;C;alta;https://www.iefamiliar.com/;https://www.iefamiliar.com/;2026-09-21;nuevo
A3-015;Banca March - servicio de Coinversion;banca;banca privada de la familia March con modelo de coinversion junto a clientes y empresas familiares;España;Madrid y Palma;https://www.bancamarch.es/;Banca privada especializada en empresa familiar cuyo modelo diferencial es la coinversion: invierte su propio balance junto al de sus clientes en los mismos vehiculos.;Su base de clientes son empresas familiares espaniolas, muchas de ellas agroalimentarias. Producto de Coinversion explicitamente listado en su catalogo de soluciones de inversion.;desconocido;desconocido;equity|deuda;desconocido;2026-06;-;-;-;-;intro_calida;Su red de clientes de empresa familiar es la puerta natural a family offices con origen agro que buscan activos reales espanioles con retorno contractual.;No invierte en startups seed de forma directa. Sus vehiculos de coinversion son de tamanio medio. Acceso solo via banquero privado.;ninguno;40;C;alta;https://www.bancamarch.es/;https://www.bancamarch.es/;2026-09-21;nuevo
A3-016;Nexen Capital;family_office;asesor de fundraising con red de family offices espanioles - canal de acceso;España;Barcelona;https://nexencapital.com/;Firma de asesoramiento en fundraising que mantiene un mapa de family offices espanioles activos y sus criterios de inversion, con tickets declarados desde 50 k€.;Mantiene un listado de family offices espanioles activos por sector y fase, incluyendo perfiles de impacto y consumo.;50000;desconocido;desconocido;desconocido;2026-06;-;-;-;-;formulario_web;Acceso rapido a un mapa actualizado de family offices que si hacen tickets desde 50 k€, el rango exacto de la ronda de Rootflow.;NO ES UN INVERSOR: es un asesor y su listado completo esta detras de un formulario de captacion de leads. Verificar independientemente cualquier nombre que faciliten.;ninguno;32;C;media;https://nexencapital.com/blog/top-100-family-offices-en-espana/;https://nexencapital.com/;2026-09-21;nuevo
A3-017;JME Ventures;vc;gestora nacida del family office y la fundacion de Jose Manuel Entrecanales;España;Madrid;https://jme.vc/;Gestora de seed con mas de 120 M€ bajo gestion y cuatro fondos desde 2012, que invierte entre 100 k€ y 3 M€ en startups espaniolas en fase semilla.;Cartera de mas de 70 startups. Sin foco agroalimentario declarado, aunque aparece en listados de inversores de Food and Beverage en España.;100000;3000000;equity;si;2026-06;-;-;-;-;formulario_web;Su ticket minimo de 100 k€ coincide exactamente con la necesidad de capital privado de la ronda y su proceso se declara rapido y transparente.;Tesis tecnologica y de escalabilidad global, no agro ni activos fisicos. Estructura de fondo con comite, no decide en semanas.;ninguno;56;B;alta;https://jme.vc/;https://shizune.co/investors/food-and-beverage-investors-spain;2026-09-21;nuevo
A3-018;Beka Asset Management - theFoodTechLab Climate Fund I;vc;fondo agrifoodtech de Beka con inversores family office;España;Madrid;https://www.bekafinance.com/;Fondo de capital riesgo de Beka AM asesorado por theFoodTechLab, autorizado por CNMV, con objetivo de inversion de entre 30 y 50 M€ en agrifoodtech, proteinas alternativas y economia circular.;Foco exclusivo en agrifoodtech: agricultura, salud y nutricion, proteinas alternativas y economia circular. Captacion apoyada en family offices e inversores privados espanioles.;desconocido;desconocido;equity;si;2025-06;-;-;-;-;formulario_web;Es uno de los pocos vehiculos madrilenios con mandato agrifood explicito y base inversora de family offices a los que Rootflow puede llegar por arrastre.;Fondo institucional con tickets previsiblemente muy superiores a 100 k€ y comite formal. Sesgo a tecnologia mas que a produccion agricola.;ninguno;57;B;media;https://www.bekafinance.com/noticia/beka-am-thefoodtechlab-lanzan-fondo-que-invierte-en-agrifoodtech;https://www.bekafinance.com/noticia/foodtechlab-climate-fund-innovacion-sostenible-agrifoodtech;2026-09-21;nuevo
A3-019;Atitlan - ATGRO;family_office;grupo empresarial y plataforma agricola de Roberto Centeno y Aritza Rodero;España;Valencia;https://atitlan.es/;Grupo empresarial con plataformas de agricultura (ATGRO), inmobiliario (ATDI), acuicultura (Sea Eight) e industrial, que combina capital familiar e institucional.;ATGRO gestiona mas de 22.000 hectareas transformadas y mas de 500 M€ de recursos propios en superfoods y cultivos permanentes. Fondo Atitlan Agro I SCR de 500 M€ con Banco Santander.;1000000;desconocido;equity;no;2026-01;Roberto Centeno;Presidente;-;-;intro_calida;Referente agricola espaniol: aunque el ticket no encaja, su equipo agronomico y su red comercial serian un aval y una via de distribucion.;DESCARTE POR TICKET: minimo declarado de 1 M€ para inversores cualificados en su fondo agricola. Foco en cultivos permanentes y grandes superficies, no en CEA ni en seed.;ninguno;48;C;alta;https://atitlan.es/;https://capital-riesgo.es/es/articles/atitlan-lanza-su-propia-gestora-para-impulsar-su-estrategia-agr-cola-junto-a-banco-santander-tras-levantar-500-millones-de-euros/;2026-09-21;nuevo
A3-020;Corporación Masaveu;family_office;holding de empresa familiar con division de bodegas;España;Oviedo y Madrid;https://corporacionmasaveu.com/;Grupo empresarial familiar fundado en 1840 con siete divisiones: industria, bodegas, aparcamientos, inmobiliaria, medicina, internacional y arte, y mas de cien filiales y participadas.;Division de bodegas con Murua, Fillaboa, Pagos de Araiz, Valveran y participaciones en Leda y Aalto. Vocacion declarada de permanencia y no especulativa.;desconocido;desconocido;equity;desconocido;2025-09;-;-;-;-;intro_calida;Familia con origen agroalimentario en vino y sidra y presencia patrimonial en Madrid: activo agricola real, de largo plazo y no especulativo, que es su lenguaje.;No tiene programa de venture ni de inversion en terceros documentado. Tickets y estructura de holding industrial. Decision muy centralizada.;ninguno;42;C;alta;https://corporacionmasaveu.com/;https://corporacionmasaveu.com/en/wineries/;2026-09-21;nuevo
A3-021;Inveravante;family_office;holding de la familia Jove con linea agroalimentaria;España;A Coruña;https://www.inveravante.com/;Holding fundado en 2007 por Manuel Jove, hoy dirigido por sus herederos, con inversiones en inmobiliario, hoteles, energia y productos agroalimentarios y 1.914 M€ de activos.;Linea agroalimentaria con produccion y venta de vino y queso a traves de Terraselecta. Beneficio neto de 21 M€ en 2024.;desconocido;desconocido;equity;desconocido;2025-06;-;-;-;-;intro_calida;Ya opera producto agroalimentario propio de marca: los microbrotes premium son una extension natural de esa cartera con margen bruto del 74-77%.;Sin programa de inversion en startups documentado. Peso dominante de inmobiliario y energia. Galicia.;ninguno;41;C;media;https://capital.es/empresas/inveravante-de-la-familia-jove-obtiene-21-millones-en-2024-un-16-menos-que-el-ano-anterior/138992/;https://www.ejeprime.com/empresa/inveravante-coloca-a-su-director-financiero-al-frente-y-nombra-presidentes-a-los-hijos-de-jove;2026-09-21;nuevo
A3-022;Importaco;family_office;grupo familiar valenciano de frutos secos y agua mineral;España;Beniparrell (Valencia);https://www.importaco.com/;Grupo de empresa familiar especializado en frutos secos, agua mineral y bebidas, con estrategia propia de sostenibilidad y transicion energetica.;Negocio nuclear agroalimentario: frutos secos, snacks saludables y agua mineral, con cadena agricola propia.;desconocido;desconocido;equity;desconocido;2026-08;-;-;-;-;formulario_web;Familia con negocio agroalimentario y sensibilidad declarada por eficiencia de recursos: Rootflow usa hasta un 90% menos de agua que el campo abierto.;Sin evidencia publica de inversion en startups ni de vehiculo de family office. Es mas candidato industrial (Agente 1) que financiero.;ninguno;44;C;alta;https://www.importaco.com/es/;https://www.importaco.com/;2026-09-21;nuevo
A3-023;Kereon Partners;family_office;gestora de capital privado con capital familiar y participadas alimentarias;España;Bilbao, Madrid y Barcelona;https://kereon.es/;Gestora fundada en 2011 que invierte en smart projects: compania de consolidacion de facility services, alimentacion carnica, reciclaje de metales y movilidad electrica.;Participada La Granja / Caysan, elaboracion de productos naturales cocidos, ahumados y adobados derivados del cerdo.;desconocido;desconocido;equity;desconocido;2025-06;-;-;-;-;formulario_web;Ya tiene una participada alimentaria y oficina en Madrid: Rootflow anade una categoria premium de crecimiento con margenes muy superiores.;Perfil de buyout y consolidacion sectorial, no de seed. Tickets muy superiores a 100 k€. Busca posiciones de control.;ninguno;43;C;alta;https://kereon.es/;https://pitchbook.com/profiles/investor/129101-05;2026-09-21;nuevo
A3-024;Orilla Asset Management;family_office;single family office de la familia Riberas (Gestamp y Gonvarri);España;Madrid;https://orillaam.com/;Single family office fundado en 1994 que gestiona el patrimonio de la familia Riberas, con inversiones directas minoritarias en companias y en fondos de PE, VC, deuda privada e infraestructuras.;Sin cartera agroalimentaria documentada. Operaciones recientes en Mundimoto y Consultia Business Travel.;desconocido;desconocido;equity;si;2025-06;-;-;-;-;intro_calida;Invierte como socio minoritario con horizonte largo y sede en Madrid, el perfil exacto que Rootflow necesita, aunque el sector no sea el suyo.;Sin tesis agro ni food. Tickets historicos de varios millones. Acceso solo por intro calida.;ninguno;38;C;alta;https://orillaam.com/en/;https://capital-riesgo.es/en/articles/orilla-asset-management-leads-a-funding-round-in-consultia-business-travel-advised-by-az-capital/;2026-09-21;nuevo
A3-025;Nortia Capital;family_office;holding de inversion de Manuel Lao;España;Madrid y Barcelona;https://nortia.com/;Holding patrimonial de Manuel Lao con areas de inmobiliario e infraestructuras, tecnologia, energias renovables y agua, y apoyo a fondos que invierten en pymes espanolas.;Inversiones en agua (Aguas de Navarra, agua en Chile) y renovables. Sin cartera agroalimentaria documentada.;desconocido;desconocido;equity;desconocido;2025-06;-;-;-;-;intro_calida;Tesis de sostenibilidad y agua: el ahorro hidrico de la hidroponia de precision es su argumento, no el microbrote.;Grandes tickets y foco en socimis, infraestructuras y hoteles. Sin actividad seed documentada.;ninguno;34;C;media;https://nortia.com/areas-de-inversion/;https://www.elnacional.cat/oneconomia/es/empresas/manuel-lao-nortia-gana-69-millones-inversiones_1365962_102.html;2026-09-21;nuevo
A3-026;Mirai Investments;family_office;proyecto de inversion de capital familiar buy hold and develop;España;-;-;Proyecto de inversion y desarrollo empresarial de capital familiar fundado en 2019, centrado en la adquisicion de empresas industriales consolidadas con potencial de mejora.;Listado en el directorio de Capital-Riesgo como inversor family office en el sector Alimentacion y Bebidas, entre otros sectores industriales.;desconocido;desconocido;equity;no;2025-06;-;-;-;-;formulario_web;Interes declarado en alimentacion y bebidas y vocacion de permanencia a largo plazo.;Estrategia buy hold and develop sobre empresas ya potentes: no invierte en seed y busca control. Ciudad y web no confirmadas.;ninguno;34;C;media;https://capital-riesgo.es/es/directory/mirai+investments/;https://capital-riesgo.es/es/directory?category=inversores-family-office-en-sector-alimentaci%C3%B3n-y-bebidas;2026-09-21;nuevo
A3-027;KIMPA;family_office;multi family office de Madrid especializado en impacto y ESG;España;Madrid;-;Multi family office madrileno con foco declarado en inversion de impacto, criterios ESG y renovables.;Sin cartera agroalimentaria documentada, pero el mandato de impacto cubre agua, clima y sistemas alimentarios sostenibles.;desconocido;desconocido;equity;desconocido;2026-06;-;-;-;-;email_generico;Impacto medible y auditable: litros de agua ahorrados por kilo, kilometros de transporte evitados y sustitucion de importacion.;Web no verificada en esta investigacion. Tickets y proceso desconocidos. Requiere verificacion manual.;ninguno;46;C;baja;https://allfamilyoffices.com/family-office-madrid;https://allfamilyoffices.com/family-office-madrid;2026-09-21;nuevo
A3-028;Active Compass;family_office;multi family office y EAF de Madrid;España;Madrid;https://www.activecompass.es/;Multi family office y asesoria financiera de Madrid con servicios de consultoria patrimonial, asesoramiento empresarial e inversiones, con ticket de referencia en torno a 100 k€.;Sin cartera agroalimentaria documentada.;100000;desconocido;equity|desconocido;desconocido;2026-06;-;-;-;info@activecompass.es;email_generico;Ticket de referencia de 100 k€ alineado con la ronda y email generico publicado para contacto directo.;Es sobre todo asesoramiento patrimonial, no inversor directo en startups. Sin tesis agro ni operaciones documentadas.;ninguno;44;C;media;https://www.activecompass.es/;https://venturecapitalarchive.com/blogs/25-active-family-offices-in-spain;2026-09-21;nuevo
A3-029;Ariete Capital (Ariete Family Office);family_office;multi family office de Barcelona con coinversiones directas y SPV;España;Barcelona;https://ariete.capital/;Multi family office fundado en 2009 que asesora patrimonios medios y grandes, con especializacion en deportistas y profesionales liberales, y despliega capital en PE, inmobiliario e infraestructuras via coinversiones directas y SPV.;Sin cartera agroalimentaria documentada.;desconocido;desconocido;equity;si;2025-06;-;-;-;-;formulario_web;Estructura sus operaciones en SPV de coinversion, formato compatible con cuentas en participacion y tickets de 20-50 k€ por socio.;Sin tesis agro. Barcelona, con plan de abrir Madrid aun no ejecutado. Clientela deportiva con horizontes cortos.;ninguno;41;C;media;https://capital-riesgo.es/es/articles/ariete-family-office-prev-nuevas-sedes-en-madrid-y-latinoam-rica-en-su-plan-estrat-gico-a-3-a-os/;https://altss.com/profile/ariete-family-office;2026-09-21;nuevo
A3-030;Acurio Ventures (ex All Iron Ventures);vc;gestora creada por los fundadores de Ticketbis con origen de family office;España;Bilbao;https://www.acurio.vc/;Gestora early stage fundada por los fundadores de Ticketbis, con 300 M€ bajo gestion y un fondo de 150 M€ anunciado en 2024, que invierte entre 300 k€ y 3 M€ con enfoque generalista.;Sin cartera agroalimentaria documentada.;300000;3000000;equity;si;2024-09;-;-;-;-;formulario_web;Generalista y con decision agil, invierte en consumo y B2B sin verticales cerradas.;Ticket minimo de 300 k€, por encima de la ronda completa de capital privado de Rootflow. Sin foco agro. Bilbao.;ninguno;36;C;alta;https://www.vestbee.com/insights/articles/acurio-ventures-closes-150-m-fund;https://www.eu-startups.com/investor/all-iron-ventures/;2026-09-21;nuevo
A3-031;Bonsai Partners;vc;gestora madrilena nacida de la diversificacion de un family office;España;Madrid;https://bonsaipartners.eu/;Gestora fundada en 2018 a partir del family office inmobiliario y financiero de Javier Cebrian, que invierte en tecnologicas europeas via primario y secundario con tickets de 2 a 6 M€.;Sin cartera agroalimentaria: foco en marketplaces, SaaS, fintech y movilidad.;2000000;6000000;equity;si;2026-06;-;-;-;-;formulario_web;Origen family office y sede en Madrid, pero el encaje sectorial y de ticket es practicamente nulo.;DESCARTE: ticket minimo de 2 M€ y tesis exclusivamente tecnologica. Solo util como contacto de ecosistema.;ninguno;24;C;alta;https://bonsaipartners.eu/;https://www.descubre.vc/bonsai-partners;2026-09-21;nuevo
A3-032;GoHub Ventures;cvc;corporate venture de Global Omnium (Grupo Aguas de Valencia);España;Valencia;https://gohub.vc/;Fondo de venture capital respaldado por un grupo empresarial que invierte en early stage, actualmente centrado en digital health y software B2B con IA.;Origen en el grupo del agua Global Omnium, pero su tesis actual publicada ya no incluye agua ni agroalimentario.;desconocido;desconocido;equity;si;2026-06;-;-;-;-;formulario_web;El unico angulo seria el ahorro de agua, pero su tesis publicada ya no lo cubre.;DESCARTE POR TESIS: la web actual declara foco exclusivo en digital health y B2B software. Verticales de agua y agro abandonadas.;ninguno;28;C;alta;https://gohub.vc/;https://gohub.vc/;2026-09-21;nuevo
