id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A2-011;Antonio de Miguel S.A.;cadena_valor;distribuidor selectivo de alta gastronomia;Espana;Madrid;https://antoniodemiguel.es/;Empresa familiar fundada en 1984, referente en distribucion selectiva de producto gastronomico de alta gama a hosteleria, con entrega en 24 h en todo el territorio nacional.;Mas de 35 anos como distribuidora de alimentacion selectiva, sede en Madrid y red de representantes comerciales en las principales ciudades espanolas.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;https://es.linkedin.com/company/antonio-de-miguel-sau;-;evento;Microbrotes y flores comestibles KM0 Madrid como categoria viva y diferencial en un catalogo hoy dominado por producto de larga vida, con exclusividad y marca blanca.;Empresa familiar sin historial publico de entrada en capital de proveedores. Decision concentrada en la propiedad.;ninguno;76;A;media;https://antoniodemiguel.es/;https://antoniodemiguel.es/una-historia-familiar/;2026-09-21;nuevo
A2-012;Grupo Prodesco;cadena_valor;grupo de distribucion y soluciones gastronomicas;Espana;Madrid;https://www.grupoprodesco.com/;Grupo madrileno formado por cuatro empresas especializadas que trabajan de forma coordinada en distribucion, logistica y soluciones gastronomicas para chefs y profesionales de la restauracion.;Estructura de cuatro companias de distribucion y logistica alimentaria orientadas a optimizar la cocina profesional.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;email_generico;Su discurso es de partner del chef, no de simple proveedor: Rootflow le da producto vivo KM0 exclusivo y capacidad de desarrollar mezclas a medida por cliente.;Grupo con varias sociedades, estructura de decision poco transparente desde fuera.;ninguno;68;B;media;https://www.grupoprodesco.com/empresa;https://www.proveedores.com/delicatessen/madrid;2026-09-21;nuevo
A2-013;Chef Market;cadena_valor;distribuidor gourmet B2B con base en Madrid;Espana;Madrid;https://chef-market.es/;Distribuidora de alimentacion y productos gourmet espanoles que entrega producto fresco o congelado desde Madrid a clientes en distintos paises.;Plataforma B2B de producto gourmet espanol con base logistica en Madrid y vocacion exportadora.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;formulario_web;Microbrotes KM0 Madrid como referencia diferencial para su catalogo gourmet y para exportacion en formato de bandeja viva.;Perfil mas comercializador que inversor. Capacidad de ticket sin verificar.;ninguno;58;B;media;https://chef-market.es/;https://www.europages.es/empresas/distribuidor/productos%20gourmet%20espa%C3%B1oles.html;2026-09-21;nuevo
A2-014;Astonres;cadena_valor;distribucion gourmet horeca;Espana;Madrid;http://www.astonres.com/;Distribuidora especializada en producto gourmet para hosteleria y comercio, operando en la Comunidad de Madrid desde hace mas de 20 anos.;Mas de dos decadas de distribucion gourmet centrada en la Comunidad de Madrid.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;email_generico;Foco 100 por cien Madrid: encaje logistico perfecto con reparto propio de Rootflow en 24-48 h desde cosecha.;Empresa pequena, poca informacion economica publica. Ticket probablemente inferior a 20 k EUR.;ninguno;56;B;media;http://www.astonres.com/;https://www.proveedores.com/delicatessen/madrid;2026-09-21;nuevo
A2-015;Selec Mardis;cadena_valor;grupo de distribuidores gourmet horeca y tiendas especializadas;Espana;Madrid;http://selecmardis.com/web/;Grupo de distribuidores gourmet profesionales de productos de alimentacion, jamones y vinos para el canal horeca y tiendas especializadas.;Agrupacion de distribuidores gourmet con cobertura del canal horeca y del retail especializado.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;email_generico;Entrada simultanea a varios distribuidores gourmet con una sola negociacion: acuerdo marco de suministro con opcion de coinversion entre socios.;Estructura asociativa: la decision de invertir se diluye entre varios socios y puede ser lenta.;ninguno;54;C;media;http://selecmardis.com/web/;https://www.europages.es/empresas/distribuidor/productos%20gourmet%20espa%C3%B1oles.html;2026-09-21;nuevo
A2-016;Barrancos Food;cadena_valor;proveedor de quinta gama y gourmet para horeca;Espana;Madrid;https://www.barrancosfood.com/;Proveedor de comida de quinta gama y producto gourmet elaborado para hosteleria en Madrid, con producto cocinado por chefs e ingredientes frescos.;Especializacion en quinta gama para restauracion con posicionamiento de calidad en la plaza de Madrid.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;formulario_web;Microbrotes como elemento de acabado y emplatado para sus referencias de quinta gama, con suministro diario desde Las Rozas.;Negocio de elaborado, no de fresco: encaje comercial parcial. Sin datos de capacidad inversora.;ninguno;50;C;media;https://www.barrancosfood.com/proveedor-comida-quinta-gama-madrid;https://www.proveedores.com/delicatessen/madrid;2026-09-21;nuevo
A2-017;Fuentes Horeca;cadena_valor;distribuidor de hosteleria Madrid;Espana;Madrid;https://fuenteshoreca.es/;Distribuidor de hosteleria con base en Madrid y un catalogo de mas de 2.000 productos con servicio de delivery al canal horeca.;Catalogo horeca de mas de 2.000 referencias y operativa de reparto propia en Madrid.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;formulario_web;Anadir una categoria fresca viva y de alto margen a un catalogo hoy centrado en seco y bebida, con exclusividad territorial.;Distribuidor generalista, poca especializacion en fresco premium. Capacidad inversora sin verificar.;ninguno;52;C;media;https://fuenteshoreca.es/;https://fuenteshoreca.es/delivery/;2026-09-21;nuevo
A2-018;Grupo DDI Distribucion Directa Integral;cadena_valor;distribuidor foodservice top 3 de Espana;Espana;Madrid;https://www.grupoddi.es/;Empresa de referencia en venta y distribucion de alimentacion y bebidas al canal hosteleria fundada en 2006, con mas de 1.000 empleados, 28 centros, 450 vehiculos y unas 200 rutas comerciales.;Facturacion de 402,28 millones de euros con un crecimiento del 7,2 por ciento y posicion estable en el top 3 del ranking Alimarket de distribucion foodservice. Crecimiento historico por incorporacion de nuevas distribuciones y rutas.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;https://es.linkedin.com/company/distribucion-directa-integral;-;evento;Historial de crecer absorbiendo distribuciones: presentar Rootflow como adquisicion de capacidad productiva propia en una categoria premium que hoy compran fuera.;Ticket habitual de M and A muy superior al de la ronda. Proceso corporativo con comite, poco compatible con term sheet a 31/10/2026.;ninguno;62;B;alta;https://www.grupoddi.es/;https://www.grupoddi.es/novedades/ddi-se-mantiene-en-el-top-3-del-ranking-de-empresas-de-distribucion-foodservice;2026-09-21;nuevo
A2-019;Grupo Serhos Food Service;cadena_valor;plataforma de distribucion horeca;Espana;Barcelona;https://gruposerhos.com/;Grupo nacido en 2001 como plataforma de compras y ventas, hoy referente de la distribucion en Espana con facturacion cercana a 140 millones de euros y quince puntos logisticos.;Quince puntos logisticos en distribucion tradicional de alimentacion seca y refrigerada en canal horeca, sirviendo a grandes empresas de restauracion y cadenas hoteleras.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;email_generico;Su red de quince plataformas permite escalar el producto fuera de Madrid una vez cerrado el salto de nave: acuerdo de suministro nacional mas participacion minoritaria.;Modelo de plataforma de compras, no de inversor. Foco en seco y refrigerado, no en fresco vivo.;ninguno;56;B;alta;https://gruposerhos.com/;https://empresas.restauracioncolectiva.com/d/grupo-serhos-food-service/;2026-09-21;nuevo
A2-020;Bidfood Iberia;cadena_valor;distribuidor horeca del grupo Bidcorp;Espana;Madrid;https://bidfoodiberia.com/;Filial iberica del grupo Bidcorp dedicada a la distribucion para hosteleria, con cifra de negocio de 61,4 millones de euros en el ejercicio cerrado en junio de 2025 frente a 53,2 el anterior.;Crecimiento apoyado explicitamente en una combinacion de control de costes, adquisiciones y alianzas, con linea propia de IV gama en catalogo.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Ya crece via adquisiciones y alianzas y tiene linea de IV gama: Rootflow encaja como alianza estrategica con produccion propia KM0 en Madrid.;Filial de multinacional sudafricana: aprobacion de capital fuera de Espana y plazos largos.;ninguno;58;B;alta;https://bidfoodiberia.com/iv-gama/;https://sivarious.com/proveedores/bidfood-acelera-su-expansion-en-espana-con-un-negocio-de-614-m-20260915-0400/;2026-09-21;nuevo
A2-021;Transgourmet Iberica;cadena_valor;cash and carry y distribucion horeca;Espana;Barcelona;https://www.transgourmet.es/;Lider en distribucion de alimentacion a la hosteleria en Espana con mas de 22.000 productos, red de cash and carry y entrega directa. Cerro 2025 con 1.208 millones de euros de facturacion consolidada.;Invirtio 85 millones de euros en 2025 incluyendo las adquisiciones de Dispuig y Moya Saus, la creacion de Nuditrans junto a Nudisco y el nuevo GM Cash de Mercabarna. El negocio horeca aporta unos 650 millones.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Comprador activo en el sector: entrada como socio industrial minoritario para asegurar una categoria premium KM0 que hoy no produce.;Tickets de M and A de varios millones. Comite de inversion en el grupo suizo Coop. Incompatible con el calendario de la ronda.;ninguno;50;C;alta;https://www.transgourmet.es/;https://www.revistaaral.com/texto-diario/mostrar/5338444/transgourmet-preve-cerrar-2025-facturacion-1350-millones-euros;2026-09-21;nuevo
A2-022;Makro Espana;cadena_valor;cash and carry y distribucion horeca del grupo Metro;Espana;Madrid;https://www.makro.es/;Lider en distribucion mayorista multicanal a restaurantes en Espana, con 1.875 millones de euros de ventas en el ejercicio 2024-2025 y objetivo de 2.000 millones en 2026.;Las compras a proveedores espanoles alcanzan el 90 por ciento del total. El Servicio de Distribucion y Venta Online a Hosteleria crecio un 15 por ciento y ya supone el 29,1 por ciento de la facturacion. Inversion de 2,6 millones en el cash de Elche en 2026.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Politica declarada de compra local al 90 por ciento: Rootflow es producto KM0 Madrid con marca blanca posible para su gama premium horeca.;Multinacional con procurement centralizado. No invierte en proveedores pequenos. Encaje solo como cliente.;ninguno;44;C;alta;https://www.makro.es/prensa/2026/Resultados-Financieros-FY-24-25;https://www.makro.es/prensa/2026/Makro-Elche;2026-09-21;nuevo
A2-023;Gemusering Gastronomia S.L.;cadena_valor;distribuidor de frutas hortalizas y IV gama para foodservice;Espana;Madrid;https://gemuesering.es/;Filial iberica del grupo aleman Gemusering. Distribuye frutas, verduras y producto de IV y V gama a restauracion colectiva, organizada e independiente desde Madrid, Barcelona y Valencia, con linea Gourmet para alta restauracion.;Sala de produccion propia de IV gama, linea Gourmet de frutas y hortalizas selectas para alta restauracion y suministro a cruceros en todos los puertos de Espana, Portugal y sur de Francia. Asociada a AGEM y expositora en Fruit Attraction.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;https://es.linkedin.com/company/gemusering-gastronomia;-;evento;Su linea Gourmet para alta restauracion es exactamente el canal de Rootflow: suministro exclusivo KM0 Madrid y co-desarrollo de mezclas para sus cuentas de alta cocina.;Filial de grupo aleman: la decision de capital no se toma en Espana. Sin historial conocido de inversion en proveedores.;ninguno;72;B;media;https://gemuesering.es/;https://www.interempresas.net/Horticola/574529-Asociacion-Empresarial-Frutas-Hortalizas-Mercabarna-(AGEM)-23-firmas-asociadas-Fruit.html;2026-09-21;nuevo
A2-024;AGEM Asociacion Gremial de Empresarios Mayoristas de Frutas y Hortalizas de Barcelona;cadena_valor;asociacion de mayoristas de Mercabarna;Espana;Barcelona;https://www.agem.mercabarna.com/;Asociacion que agrupa a las empresas mayoristas de frutas y hortalizas del Mercado Central de Mercabarna y las representa en ferias y foros sectoriales.;Acude a Fruit Attraction con stand conjunto junto a Mercabarna y el Puerto de Barcelona con 23 firmas asociadas. Dispone de localizador publico de empresas de Mercabarna.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Via de entrada en bloque a 23 mayoristas de Mercabarna en Fruit Attraction 2026 del 6 al 8 de octubre en IFEMA Madrid.;Asociacion sectorial: no invierte. Valor puramente de canal y agenda de contactos.;ninguno;46;C;alta;https://www.agem.mercabarna.com/;https://www.agem.mercabarna.com/la-asociacion-empresarial-de-frutas-y-hortalizas-de-mercabarna-agem-y-23-de-sus-firmas-asociadas-en-fruit-attraction-del-8-al-10-de-octubre/;2026-09-21;nuevo
A2-025;Fruteria Vazquez;cadena_valor;fruteria gourmet premium Madrid;Espana;Madrid;https://frutasvazquez.com/;Fruteria gourmet de referencia en el barrio de Salamanca fundada en 1943, con mas de ochenta anos y tres generaciones, que sirve a particulares, restauradores y aficionados exigentes.;Pionera en Espana en la importacion de frutas exoticas como kiwis, papayas y mangos. Referencia de producto para las mesas mas distinguidas de Espana.;desconocido;desconocido;desconocido;desconocido;2026-09;Felix Vazquez;Propietario segunda generacion;-;-;intro_calida;Escaparate de prestigio en el barrio de Salamanca y prescriptor ante chefs: microbrotes KM0 vivos como novedad de temporada y acuerdo de exclusividad en su zona.;Negocio minorista de tamano limitado. Ticket de inversion probablemente pequeno o simbolico.;ninguno;70;B;media;https://frutasvazquez.com/;https://www.esmadrid.com/en/shopping/fruteria-vazquez;2026-09-21;nuevo
A2-026;Supermercados Sanchez Romero;cadena_valor;retail alimentario premium Madrid;Espana;Madrid;https://sanchez-romero.com/;Cadena de supermercados premium con diez tiendas, todas en Madrid, propiedad de un grupo de inversores privados liderado por Enric Ezquerra desde 2017.;Plan de renovacion dotado con 10 millones de euros y nuevo concepto Premium 360 que fusiona super, mercado tradicional, tienda gourmet, food market y degustacion. Decima apertura en el barrio de Salamanca.;desconocido;desconocido;desconocido;desconocido;2026-09;Enric Ezquerra;Presidente Ejecutivo;-;-;formulario_web;Concepto Premium 360 con secciones teatralizadas: un punto de cosecha viva de microbrotes en tienda es exactamente el tipo de diferencial que buscan, con marca propia.;Propiedad de inversores financieros centrados en el retail. Invertir en un proveedor agricola se sale de su tesis.;ninguno;64;B;alta;https://sanchez-romero.com/almagourmet/actualidad/supermercados-sanchez-romero-abre-su-decimo-establecimiento-en-madrid/;https://www.sweetpress.com/distribucion/supermercados-sanchez-romero-inaugura-su-decimo-establecimiento-en-madrid-bajo-el-concepto-premium-360-CKSP14040;2026-09-21;nuevo
A2-027;Mantequerias Bravo;cadena_valor;delicatessen historica Madrid;Espana;Madrid;https://mantequeriasbravo.com/;Delicatessen fundada por Cruz Bravo en 1931 en el barrio de Salamanca, hoy en manos de la tercera generacion, con mas de 1.500 referencias de vino y seleccion gourmet.;Referencia historica del gourmet madrileno con jamon iberico, caviar, foie, conservas artesanas y aceites de oliva.;desconocido;desconocido;desconocido;desconocido;2026-09;Elena Bravo;Directora tercera generacion;-;-;intro_calida;Prescripcion de marca en el gourmet madrileno y posible primer punto de venta al publico de microbrotes vivos en el barrio de Salamanca.;Foco en vino y producto de larga vida. Fresco vivo fuera de su operativa habitual. Ticket muy pequeno.;ninguno;54;C;media;https://mantequeriasbravo.com/;https://www.esmadrid.com/en/shopping/bravo-grocers-shop;2026-09-21;nuevo
A2-028;El Corte Ingles Club del Gourmet;cadena_valor;retail gourmet nacional;Espana;Madrid;https://www.elcorteingles.es/club-del-gourmet-el-corte-ingles/club-del-gourmet/;Division gourmet de El Corte Ingles con 65 espacios en Espana y dos en Portugal, aliada con cerca de 1.000 proveedores nacionales e internacionales y mas de 4.000 productos.;Nueve Gourmet Experience y oferta destacada de frescos con fruteria a granel en la que convergen referencias locales con marcas nacionales e internacionales.;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;formulario_web;Referencia de marca y volumen: homologacion como proveedor de frescos premium abre 65 espacios, aunque el valor es comercial y no de capital.;Gran corporacion: homologacion larga, condiciones de pago duras y ninguna practica conocida de invertir en proveedores pequenos.;ninguno;40;C;alta;https://www.elcorteingles.es/club-del-gourmet-el-corte-ingles/club-del-gourmet/;https://www.foodretail.es/horeca/el-corte-ingles-aniversario-club-del-gourmet_0_1771022899.html;2026-09-21;nuevo
A2-029;Grupo Gourmets;cadena_valor;editorial gastronomica y organizador del Salon Gourmets;Espana;Madrid;https://www.gourmets.net/;Primera empresa editora gastronomica de Espana fundada en 1976 en Madrid, organizadora del Salon Gourmets, la feria de alimentacion y bebidas de calidad de referencia en Europa.;Ecosistema formado por Club de Gourmets, Guia Vinos Gourmets, Club Vinos Gourmets y el Salon Gourmets, cuya 40 edicion se celebra del 26 al 29 de abril de 2027 en IFEMA Madrid. En 2026 cerro con 110.154 visitantes.;desconocido;desconocido;desconocido;desconocido;2026-04;-;-;https://es.linkedin.com/company/grupo-gourmets;-;evento;Plataforma de visibilidad y prescripcion ante distribucion gourmet y horeca. Via de acceso masiva a compradores en Salon Gourmets 2027.;Editorial y ferial: no es inversora. Valor exclusivamente de canal y notoriedad.;ninguno;38;C;alta;https://www.gourmets.net/salon-gourmets/datos-de-interes-en;https://www.vinetur.com/2026041699115/salon-gourmets-cierra-con-110154-visitantes-y-mira-ya-a-2027.html;2026-09-21;nuevo
A2-030;Grupo Paraguas;cadena_valor;grupo de restauracion premium con capacidad inversora;Espana;Madrid;https://www.amazonicorestaurant.com/madrid-es/;Grupo de restauracion de lujo fundado por Sandro Silva y Marta Seco con 19 restaurantes y presencia en cinco capitales, propietario de marcas como El Paraguas, Ten con Ten, Amazonico y Numa Pompilio.;En 2026 ha lanzado el Club Metropolis en Madrid combinando fine dining, hotel boutique y terraza, y prepara la apertura del Fortuny Home Club. Gestiona siete propuestas gastronomicas en el edificio Metropolis.;desconocido;desconocido;desconocido;desconocido;2026-05;Sandro Silva y Marta Seco;Cofundadores;-;-;intro_calida;Suministro exclusivo de microbrotes y flores comestibles KM0 para sus 19 restaurantes premium, con la opcion de entrar como cliente-inversor y asegurar producto propio diferencial.;Su capital se reinvierte en aperturas y locales, no en proveedores. Sin precedente conocido de inversion en la cadena de suministro.;ninguno;66;B;media;https://www.elespanol.com/madrid/ocio/20260527/sandro-marta-pareja-imperio-grupo-paraguas-restaurantes-club-metropolis-presencia-capitales/1003744260203_0.html;https://www.idealista.com/en/news/luxury-real-estate-in-spain/2026/02/12/881351-the-paraguas-group-opens-club-metropolis-a-luxury-space-in-madrid-with;2026-09-21;nuevo
A2-031;GLH Singular Restaurants (Larrumba y Grupo Carbon);cadena_valor;grupo de restauracion Madrid participado por capital riesgo;Espana;Madrid;https://www.larrumba.com/;Grupo madrileno surgido de la fusion de los restaurantes de Larrumba y Grupo Carbon, que aspira a facturar 65 millones de euros. Larrumba fue fundado en 2013 y llego a 22 locales en Madrid.;Aurica Capital, el fondo de capital privado vinculado a Banco Sabadell, adquirio el 30 por ciento de Larrumba en 2018. El grupo supero en un 60 por ciento las ventas prepandemia alcanzando 52 millones de euros.;desconocido;desconocido;desconocido;desconocido;2025-09;Charlie Saiz;Cofundador;-;-;intro_calida;Grupo acostumbrado a operar con capital riesgo y a estructurar operaciones: suministro exclusivo para sus locales mas coinversion minoritaria en el productor.;Con un fondo en el accionariado, cualquier inversion fuera del core de restauracion necesita aprobacion del socio financiero.;ninguno;62;B;alta;https://www.eleconomista.es/retail-consumo/noticias/13526645/09/25/glh-el-grupo-surgido-de-la-fusion-de-larrumba-y-carbon-aspira-a-facturar-65-millones-este-ano.html;https://www.gastroeconomy.com/2018/08/el-fondo-aurica-compra-un-30-de-larrumba-y-anima-la-entrada-del-capital-riesgo-en-el-sector-de-restauracion/;2026-09-21;nuevo
