id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A1B-011;Actel S.C.C.L.;industrial_agro;cooperativa_segundo_grado;Espana;Lleida;https://actelgrup.com;Cooperativa de segundo grado catalana que acaba de crear NovaCoop junto a Fruits de Ponent. Apetito demostrado por estructuras societarias nuevas y por generar oportunidades para sus socios;Fruta fresca aceite y almendra. Socio al 50 por ciento de NovaCoop con 160 M EUR;desconocido;desconocido;equity;desconocido;2024-10;-;-;-;-;evento;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Precedente propio de crear sociedades conjuntas para entrar en negocios nuevos;Foco en fruta de hueso y pepita lejos del gourmet;ninguno;64;B;alta;https://actelgrup.com/en/actel-and-fruits-de-ponent-unveil-at-fruit-logistica-their-agribusiness-project-aimed-at-joining-forces-and-generating-new-opportunities-for-their-partners/;https://www.agrodiario.com/articulo/industria-agroalimentaria/novacoop-nueva-firma-actel-fruits-ponent-arranca-facturando-160-millones/20241010062114058784.html;2026-09-21;nuevo
A1B-012;Fruits de Ponent S.C.C.L.;industrial_agro;cooperativa_segundo_grado;Espana;Alcarras Lleida;https://www.fruitsponent.com;Grupo cooperativo de Alcarras socio al 50 por ciento de NovaCoop. Segundo grado con vocacion de crecer por via societaria y no solo organica;Fruta dulce. Socio fundador de NovaCoop con 160 M EUR de facturacion conjunta;desconocido;desconocido;equity;desconocido;2024-10;-;-;-;-;evento;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Mismo argumento que Actel con foco en diversificar fuera de la fruta de hueso;Sector de fruta dulce con margenes tensionados;ninguno;63;B;alta;https://www.fruitsponent.com/en/cooperative-group/;https://www.agrodiario.com/articulo/industria-agroalimentaria/novacoop-nueva-firma-actel-fruits-ponent-arranca-facturando-160-millones/20241010062114058784.html;2026-09-21;nuevo
A1B-013;Girona Fruits S.C.C.L.;industrial_agro;cooperativa_hortofruticola;Espana;Bordils Girona;https://www.gironafruits.com;Cooperativa catalana de manzana y fruta dulce con estructura compacta y mercado europeo. Perfil de decision de consejo rector pequeno;Manzana y fruta dulce. Cooperativa catalana limitada con sede en Bordils;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Categoria complementaria para su catalogo de fresco;Tamano medio y sin evidencia de inversiones fuera de su actividad;ninguno;51;C;media;https://empresite.eleconomista.es/GIRONA-FRUITS-SOCIEDAD-COOPERATIVA-CATALANA.html;https://www.gironafruits.com;2026-09-21;nuevo
A1B-014;bonArea Corporacio;industrial_agro;cooperativa_integrada;Espana;Guissona Lleida;https://www.bonarea.com;Grupo cooperativo catalan integrado de 2.826 M EUR en 2025 con mas de 100 M EUR de beneficio neto. Capacidad financiera enorme y red propia de tiendas pero estructura de decision de gran corporacion;Cadena agroalimentaria completa. 2.826 M EUR en 2025 con crecimiento del 5,4 por ciento;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Para bonArea seria una linea fresca premium para su red de tiendas;Gigante sin vehiculo inversor conocido y con comite largo. Ticket de 50-100 k EUR es irrelevante para su escala;ninguno;47;C;alta;https://www.foodretail.es/retailers/bonarea-factura-2826-millones-54-en-2025-y-rebasa-por-primera-vez-los-100-millones-de-beneficio-neto.html;https://www.bonarea.com;2026-09-21;nuevo
A1B-015;Surinver El Grupo S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;Pilar de la Horadada Alicante;https://www.surinver.es;Cooperativa lider del ranking valenciano con cerca de 60 M EUR de volumen de negocio. Tamano medio ideal y email generico publicado. Asociada a Proexport y a Cooperatives Agro-Alimentaries CV;Hortalizas de la Vega Baja. Cerca de 60 M EUR de volumen de negocio y liderazgo entre las cooperativas valencianas;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;info@surinver.es;evento;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Surinver expone en Fruit Attraction Madrid y puede cerrar la conversacion alli mismo;Volumen de negocio concentrado en hortaliza de campo;ninguno;66;B;alta;https://www.iberinform.es/empresa/4099217/surinver-el-grupo;https://www.proexport.es/empresas/;2026-09-21;nuevo
A1B-016;Coop. Agr. San Isidro Benihort;industrial_agro;cooperativa_hortofruticola;Espana;Benicarlo Castellon;https://www.benihort.com;Cooperativa de referencia de la alcachofa de Benicarlo integrada en Cooperatives Agro-Alimentaries de la Comunitat Valenciana. Producto con denominacion y vocacion gourmet;Alcachofa de Benicarlo y hortalizas. Miembro del consejo sectorial de frutas y hortalizas de la federacion valenciana;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Producto con marca de origen que ya vende a restauracion premium;Tamano moderado y decision cooperativa;ninguno;52;C;media;https://cooperativesagroalimentariescv.com/sectores/frutas-y-hortalizas/;https://www.benihort.com;2026-09-21;nuevo
A1B-017;Copal Algemesi S.C.V.;industrial_agro;cooperativa_hortofruticola;Espana;Algemesi Valencia;https://www.copal.es;Octava cooperativa valenciana por facturacion con 31,56 M EUR. Estructura compacta y decision de consejo rector corto;Citricos y kaki. 31,56 M EUR de facturacion en el ranking valenciano;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Diversificacion fuera del citrico estacional;Tamano en el limite inferior del rango objetivo;ninguno;54;C;media;https://cooperativesagroalimentariescv.com/sectores/frutas-y-hortalizas/;https://www.iberinform.es/empresa/4099217/surinver-el-grupo;2026-09-21;nuevo
A1B-018;Alimer S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;Lorca Murcia;https://www.alimer.es;Cooperativa murciana diversificada en hortaliza fruta y ganaderia y socia de Anecoop. Estructura de grupo con varias lineas de negocio lo que indica apetito por diversificar;Hortalizas fruta y ganaderia. Socia de Anecoop y de Fecoam;desconocido;desconocido;desconocido;desconocido;2026-03;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Alimer ya gestiona varias lineas y puede sumar una de alto margen;Parte de la comercializacion pasa por Anecoop que ya esta mapeada;ninguno;60;B;media;https://fecoam.es/;https://www.murciadiario.com/actualidad-economica/empresas/murcia-mas-187-mE-facturacion-representa-2167-produccion-comercializada-anecoop/20260328113005142312.html;2026-09-21;nuevo
A1B-019;Coato S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;Totana Murcia;https://www.coato.com;Cooperativa murciana muy diversificada con ecologico aceite almendra y especias. Ya tiene linea de plantas aromaticas y condimentos lo que la coloca en la categoria adyacente exacta;Hortofruticola ecologica aceite almendra y especias. Cooperativa asociada a Fecoam;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Coato ya vende aromaticas y condimentos. Rootflow le anade microbrotes frescos KM 0 para el canal HORECA sin montar instalacion propia;Facturacion no verificada publicamente en el rango objetivo;ninguno;62;B;media;https://fecoam.es/;https://www.coato.com;2026-09-21;nuevo
A1B-020;Camposeven S.L.;industrial_agro;productor_ecologico;Espana;San Javier Murcia;https://www.camposeven.com;Agrupacion murciana de agricultores ecologicos y biodinamicos con fuerte discurso de innovacion agronomica. Asociada a Fecoam y perfil de decision muy corto;Hortaliza ecologica y biodinamica de Murcia. Miembro de la federacion de cooperativas agrarias de Murcia;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Los microbrotes hidroponicos encajan con su relato de agricultura regenerativa y producto vivo;Tamano medio-bajo. Capacidad de ticket a verificar;ninguno;58;B;media;https://fecoam.es/;https://www.camposeven.com;2026-09-21;nuevo
A1B-021;Hortamira S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;San Javier Murcia;https://www.hortamira.com;Cooperativa murciana de hortaliza socia de Anecoop y de Fecoam. Estructura pequena con decision de consejo rector agil;Hortalizas del Campo de Cartagena. Socia de Anecoop segun datos de campana 2024-25;desconocido;desconocido;desconocido;desconocido;2026-03;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Categoria complementaria de alto valor para su canal;Comercializacion via Anecoop que ya esta mapeada;ninguno;50;C;media;https://www.murciadiario.com/actualidad-economica/empresas/murcia-mas-187-mE-facturacion-representa-2167-produccion-comercializada-anecoop/20260328113005142312.html;https://fecoam.es/;2026-09-21;nuevo
A1B-022;Coop. Campo de Lorca;industrial_agro;cooperativa_hortofruticola;Espana;Lorca Murcia;https://www.campodelorca.com;Cooperativa hortofruticola de Lorca asociada a Proexport. Presencia anual en Fruit Attraction Madrid lo que da via de entrada inmediata;Hortalizas de Lorca. Empresa asociada de Proexport;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Contacto directo en Fruit Attraction en Madrid en las proximas semanas;Sin datos publicos de facturacion ni de inversiones;ninguno;54;C;media;https://www.proexport.es/empresas/;https://www.campodelorca.com;2026-09-21;nuevo
A1B-023;Coaguilas S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;Aguilas Murcia;https://www.coaguilas.com;Cooperativa de Aguilas asociada a Proexport y expositora en Fruit Attraction. Tomate y hortaliza de invierno;Tomate y hortalizas. Empresa asociada de Proexport presente en Fruit Attraction 2026;desconocido;desconocido;desconocido;desconocido;2026-09;-;-;-;-;evento;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Encuentro posible en Fruit Attraction Madrid;Sin evidencia de inversiones en terceros;ninguno;50;C;media;https://www.proexport.es/empresas/;https://www.murciadiario.com/actualidad-economica/empresas/proexport/20260917134449149314.html;2026-09-21;nuevo
A1B-024;Agrupacion de Cooperativas Valle del Jerte;industrial_agro;cooperativa_segundo_grado;Espana;Valdastillas Caceres;https://www.valledeljerte.net;Cooperativa de segundo grado extremena de la cereza del Jerte. Producto con denominacion de origen y posicionamiento premium. Entre las cooperativas extremenas del top 100 nacional;Cereza picota del Jerte con DOP. Una de las cuatro cooperativas extremenas en el top 100 espanol;desconocido;desconocido;desconocido;desconocido;2025-12;Jose Antonio Tierno Parral;Vicepresidente en Cooperativas Agro-alimentarias Extremadura;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. La cereza del Jerte ya vende a restauracion premium y el microbrote amplia la gama gourmet fuera de temporada;Estacionalidad extrema de la cereza y gobernanza de segundo grado;ninguno;60;B;alta;https://www.cooperativasextremadura.es/noticias/comunicacion/1392-cuatro-cooperativas-extremenas-en-el-top-100-de-empresas-del-pais.html;https://www.valledeljerte.net;2026-09-21;nuevo
A1B-025;Acopaex S.Coop. 2 grado;industrial_agro;cooperativa_segundo_grado;Espana;Merida Badajoz;https://acopaex.es;Agrupacion de cooperativas agrarias de Extremadura que agrupa doce cooperativas y mas de 2.000 agricultores en Vegas del Guadiana. Estructura de segundo grado acostumbrada a integrar;Tomate industria cereales y ganaderia. Doce cooperativas integradas y mas de 2.000 agricultores;desconocido;desconocido;desconocido;desconocido;2025-12;Juan Francisco Blanco Cortes;Representante de Acopaex en Cooperativas Agro-alimentarias Extremadura;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Diversificacion hacia valor anadido desde una base de cultivo extensivo;Base de negocio en commodity industrial muy lejos del gourmet;ninguno;48;C;alta;https://acopaex.es/;https://www.cooperativasextremadura.es/noticias/comunicacion/1392-cuatro-cooperativas-extremenas-en-el-top-100-de-empresas-del-pais.html;2026-09-21;nuevo
A1B-026;Udapa S.Coop.;industrial_agro;cooperativa_hortofruticola;Espana;Vitoria-Gasteiz Alava;https://udapa.com;Cooperativa alavesa de patata de 27 a 28 M EUR participada por productores gestores y trabajadores. Nacio en 1993 con el mandato explicito de innovar y profesionalizar procesos. Tamano y gobernanza muy manejables;Patata de consumo. 250 hectareas y facturacion de 27 a 28 M EUR;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Udapa ya tiene IV gama de patata y la frescura extrema es su lenguaje;Tamano en el limite inferior del rango. Lejos de Madrid;ninguno;59;B;alta;https://euskadi.coop/8916-36/;https://udapa.com/en;2026-09-21;nuevo
A1B-027;TROPS S.A.T.;industrial_agro;organizacion_productores;Espana;Velez-Malaga Malaga;https://www.trops.es;Organizacion de productores de aguacate y mango con mas de 3.000 agricultores asociados y expansion fisica reciente con segunda sede en Motril. Producto subtropical de alto valor y marca propia fuerte;Aguacate y mango. Mas de 3.000 agricultores asociados y centros en Velez-Malaga Motril Jete Coin Almunecar y Tavira;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Trops vende producto subtropical premium a distribucion y HORECA. Rootflow anade microbrotes con la misma logica de valor por kilo y frescura;Estructura de SAT con muchos socios lo que alarga decisiones;ninguno;63;B;alta;https://www.trops.es/sobre-trops/;https://www.trops.es/noticias/trops-abre-en-motril-su-segunda-sede-en-granada/;2026-09-21;nuevo
A1B-028;Grupo La Cana;industrial_agro;grupo_familiar_hortofruticola;Espana;Motril Granada;https://www.grupolacana.com;Empresa familiar fundada en 1978 con mas de 2.000 agricultores vinculados y 2.000 empleados en pico. Modelo directo a supermercado sin intermediarios y proyectos propios de renovables y colaboracion con la Universidad de Granada. Familiar mas innovacion mas canal propio;Mas de 30 variedades de frutas y hortalizas incluyendo aguacate y chirimoya. Exporta cerca del 90 por ciento a Europa;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;https://es.linkedin.com/company/grupolacana;-;formulario_web;Grupo La Cana ya colabora con universidad e invierte en proyectos propios. Rootflow es entrada inmediata en microbrotes premium con marca blanca para su canal de retail y HORECA;Foco exportador a retail europeo mas que a HORECA espanola;ninguno;76;A;alta;https://landaluz.es/asociado/grupo-la-cana/;https://es.linkedin.com/company/grupolacana;2026-09-21;nuevo
A1B-029;Grupo SUCA;industrial_agro;cooperativa_hortofruticola;Espana;Sevilla;https://www.gruposuca.com;Cooperativa andaluza del top 20 nacional que se posiciona explicitamente bajo el lema de innovacion cooperativa agricola;Hortofruticola andaluza. Una de las ocho cooperativas andaluzas del top 20 nacional por facturacion;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Encaje con su posicionamiento de innovacion cooperativa;Sin evidencia publica de toma de participaciones;ninguno;56;B;media;https://www.gruposuca.com/;https://ipv4.agrodigital.com/2026/02/19/top-20-cooperativas-agro-que-mas-facturan-en-espana/;2026-09-21;nuevo
A1B-030;Dcoop S.Coop.And. 2 grado;industrial_agro;cooperativa_segundo_grado;Espana;Antequera Malaga;https://dcoop.es;Mayor cooperativa agroalimentaria de Espana con 2.028 M EUR y premio a la Innovacion de Cooperativas Agro-alimentarias de Espana. Capacidad financiera enorme pero estructura de gigante;Aceite aceituna vino y ganaderia. 2.028,54 M EUR y 910 empleados. Premio a la Innovacion;desconocido;desconocido;desconocido;desconocido;2025-12;-;-;-;-;formulario_web;Microbrotes premium se profesionaliza y los grandes entran. Rootflow da entrada inmediata con capacidad y know-how ya montados en Madrid, marca blanca y KM 0 con entrega 24-48h. Ticket 50-100 k EUR sin cesion de control. Para Dcoop es una apuesta de innovacion de coste irrelevante;Gigante sin vehiculo inversor para tickets pequenos. Comite largo y sector muy alejado del fresco gourmet;ninguno;45;C;alta;https://dcoop.es/actualidad/dcoop-premio-a-la-innovacion--de-cooperativas-agroalimentarias-de-espana;https://ipv4.agrodigital.com/2026/02/19/top-20-cooperativas-agro-que-mas-facturan-en-espana/;2026-09-21;nuevo
