id;entidad;tipo;subtipo;pais;ciudad;web;tesis_resumen;evidencia_agro_food;ticket_min_eur;ticket_max_eur;instrumentos;acepta_minoritario_sin_control;ultima_operacion_fecha;persona_contacto;cargo;linkedin_url;email_publico;via_entrada;angulo_pitch;red_flags;conflicto;score;tier;confianza;fuente_url_1;fuente_url_2;fecha_verificacion;estado
A6-011;Buëcor & Partners S.L.;crowdfunding;bridge loans España y Portugal;España;-;https://www.buecor.com;Plataforma CNMV nº15, armonizada en la UE con pasaporte a Portugal, especializada en bridge loans con tipo fijo y cupón trimestral.;No se ha localizado cartera agroalimentaria.;500000;5000000;deuda;si;2026-07;-;-;-;-;formulario_web;Sin encaje: su producto mínimo es cinco veces la ronda privada de Rootflow.;Ticket mínimo declarado de 500 k€ y producto de bridge loan cortoplacista. Descartado por tamaño.;ninguno;30;C;alta;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores?lang=es;https://www.buecor.com/;2026-09-21;nuevo
A6-012;Crowdfunding Bizkaia PSFP S.L.;crowdfunding;plataforma pública de crowdlending avalado por SGR;España;Bilbao;https://crowdfundingbizkaia.com;Plataforma CNMV nº14 impulsada por la Diputación Foral de Bizkaia. Presta a empresas del territorio mediante préstamos colectivos avalados al 100 % por una SGR.;Financia empresas vizcaínas vinculadas a innovación y sostenibilidad. Sin cartera agro verificada.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Modelo de referencia: crowdlending público con aval SGR al 100 %. Útil como precedente para proponer lo mismo a Avalmadrid, no como financiador directo.;Requisito territorial excluyente: solo financia empresas con actividad en Bizkaia. Rootflow no es elegible.;ninguno;38;C;alta;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores?lang=es;https://crowdfundingbizkaia.com/;2026-09-21;nuevo
A6-013;Civislend PSFP S.A.;crowdfunding;crowdlending inmobiliario;España;Madrid;https://www.civislend.com;Plataforma CNMV nº8 registrada desde 2017, líder declarado en crowdlending inmobiliario con garantías reales y rentabilidad media anual del 11,08 % en 2025.;Ninguna. Cartera 100 % promoción inmobiliaria residencial.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Sin encaje sectorial. Solo relevante si Rootflow llegara a comprar nave en propiedad con garantía hipotecaria.;Exclusivamente inmobiliario y exige garantía hipotecaria de primer rango. Descartado para esta ronda.;ninguno;26;C;alta;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores?lang=es;https://www.civislend.com/;2026-09-21;nuevo
A6-014;Sodacrowd S.L.;crowdfunding;plataforma de financiación participativa;España;-;https://www.sodacrowd.com;Plataforma autorizada por la CNMV con el número 16 desde diciembre de 2023.;No verificada.;desconocido;desconocido;desconocido;desconocido;2023-12;-;-;-;-;desconocida;Sin ángulo identificado hasta confirmar que la plataforma está operativa.;Su web devuelve un error de despliegue y no muestra contenido. Sin evidencia de actividad. Descartar salvo confirmación.;ninguno;27;C;baja;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores?lang=es;https://www.sodacrowd.com/;2026-09-21;nuevo
A6-015;LANDE Platform (SIA);crowdfunding;crowdlending agrícola europeo;Letonia;Riga;https://lande.finance;Única plataforma europea de crowdlending 100 % agrícola. Registrada en CNMV como proveedor europeo nº23 para prestar servicios en España desde febrero de 2024.;Más de 58 M€ prestados a más de 2.000 agricultores y empresas agroalimentarias. Préstamos garantizados con tierra y maquinaria a LTV del 40-60 %.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Es el único prestamista paneuropeo cuyo comité entiende de verdad un P&L agrícola, y Rootflow tiene maquinaria de cultivo pignorable.;Origina préstamos solo en Letonia, Lituania y Rumanía pese al pasaporte a España. Exige garantía real sobre tierra o maquinaria y Rootflow no tiene tierra en propiedad. Confirmar si abren originación en España antes de invertir tiempo.;ninguno;48;C;media;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores-europeos?lang=es;https://lande.finance/es;2026-09-21;nuevo
A6-016;Oneplanetcrowd International B.V. (Grupo Invesdor);crowdfunding;crowdlending sostenible e impacto;Países Bajos;Ámsterdam;https://www.oneplanetcrowd.com;Plataforma de impacto integrada en el grupo Invesdor. Presta a empresas sostenibles con facturación mediante préstamos y préstamos convertibles a tipos del 4-10 % y plazos de 1 a 10 años. Registrada en CNMV como proveedor europeo nº24.;Financia proyectos alineados con los ODS incluidos alimentación sostenible y economía circular. Más de 100 M€ y unas 300 empresas financiadas.;desconocido;desconocido;deuda|participativo;si;2026-09;-;-;-;-;formulario_web;Préstamo convertible con kicker pequeño es exactamente el instrumento que piden los fundadores, y la hidroponía KM 0 con ahorro de agua es tesis ODS pura.;Originación históricamente concentrada en Benelux y Alemania. Solo el 5 % de las propuestas recibidas llega a campaña.;ninguno;55;B;media;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores-europeos?lang=es;https://www.oneplanetcrowd.com/en;2026-09-21;nuevo
A6-017;Les Entreprêteurs;crowdfunding;crowdlending a empresas y proyectos territoriales;Francia;París;https://www.lesentrepreteurs.com;Plataforma francesa autorizada por la AMF desde 2016 con más de 200 M€ invertidos, que presta a empresas y proyectos inmobiliarios anclados en el territorio. Registrada en CNMV como proveedor europeo nº16.;No se ha localizado cartera española ni agroalimentaria.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Historia de producción local y arraigo territorial encaja con su relato, pero solo si abren originación en España.;Originación concentrada en Francia y peso alto de inmobiliario. Pasaporte a España sin evidencia de operaciones españolas.;ninguno;34;C;media;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores-europeos?lang=es;https://www.lesentrepreteurs.com/;2026-09-21;nuevo
A6-018;Capitalia SE;crowdfunding;crowdlending a pymes;Letonia;Riga;https://www.capitalia.com;Prestamista alternativo báltico a pymes, registrado en CNMV como proveedor europeo de servicios de financiación participativa nº10 desde noviembre de 2023.;No verificada para España.;desconocido;desconocido;deuda;si;2023-11;-;-;-;-;formulario_web;Prestamista a pymes con pasaporte europeo, alternativa si la originación española se abre.;Originación concentrada en el Báltico. Sin evidencia de operaciones en España. Prioridad baja.;ninguno;30;C;baja;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores-europeos?lang=es;https://www.cnmv.es/portal/consultas/servicios-financiacion-participativa/listado-proveedores-europeos?lang=es;2026-09-21;nuevo
A6-019;Workcapital;deuda_alternativa;factoring, descuento de pagarés y circulante para pymes;España;Valencia;https://workcapital.es;Financiera independiente con más de diez años anticipando facturas y pagarés a pymes y autónomos, con abono en menos de 24 horas y sin consumir CIRBE. La CNMV autorizó la ampliación de su fondo de titulización Workcapital I hasta 100 M€ para incorporar factoring sin recurso y confirming.;Financia facturas de clientes privados y organismos públicos de cualquier sector, incluida distribución alimentaria.;desconocido;desconocido;deuda;si;2026-09;-;-;-;info@workcapital.es;email_generico;Rootflow ya tiene modelado factoring del 60 % de facturas sobre clientes de distribución solventes como La Huerta de Aranjuez y Frutas Eloy: es una línea de circulante lista para montar sin tocar la ronda.;Es financiación de circulante, no inversión. Coste financiero superior al bancario y no aporta fondos propios para ENISA.;ninguno;69;B;alta;https://workcapital.es/;https://valenciaplaza.com/valenciaplaza/tierra-de-empresas/workcapital-refuerza-su-capacidad-de-financiacion-tras-la-ampliacion-de-su-fondo-de-titulacion-hasta-los-100-millones;2026-09-21;nuevo
A6-020;Novicap;deuda_alternativa;factoring, confirming y préstamos de circulante;España;Barcelona;https://novicap.com;Plataforma tecnológica de gestión de circulante con líneas de factoring, descuento de pagarés, anticipo de facturas, confirming estándar y pronto pago, y línea de préstamos.;Financia circulante de empresas de múltiples sectores incluido químico y distribución. Sin especialización agro declarada.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Una sola línea cubre a la vez el factoring del 60 % de facturas HORECA y el confirming a proveedores de sustrato y semilla, liberando la póliza de 50 k€ para el pico de tesorería.;Circulante, no capital. El precio depende del rating de los clientes deudores y Rootflow tiene concentración alta en pocos distribuidores.;ninguno;68;B;alta;https://novicap.com/;https://novicap.com/soluciones/cobros-de-clientes/factoring/;2026-09-21;nuevo
A6-021;Finanzarel;deuda_alternativa;marketplace de anticipo de facturas y descuento de pagarés;España;Barcelona;https://www.finanzarel.com;Marketplace que subasta facturas y pagarés entre inversores profesionales para que la pyme obtenga el mejor precio. Financia en base al perfil crediticio de los clientes deudores, no del cedente.;Opera con pymes de servicios y distribución. Sin especialización agro declarada.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Declara expresamente sin avales ni garantías personales y sin consumir CIRBE, que es la línea roja de los fundadores, y valora el riesgo de los clientes de distribución, no el de una SL de seis meses.;Sin compromiso de volumen: el precio se fija en subasta y puede variar. No aporta fondos propios.;ninguno;67;B;alta;https://www.finanzarel.com/;https://www.finanzarel.com/;2026-09-21;nuevo
A6-022;Circulantis S.L.;deuda_alternativa;crowdfactoring de pagarés y facturas;España;Torrent (Valencia);https://circulantis.com;Primera plataforma española de crowdfactoring, operando desde 2014. Permite a pymes y autónomos financiar circulante con la garantía exclusiva de los créditos a cobrar de sus clientes solventes. Más de 250 M€ de crédito concedido.;Publica operaciones de sectores muy diversos incluidos organismos públicos y administraciones. Sin especialización agro.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Sin retención y con la sola garantía del crédito a cobrar: Rootflow monetiza las facturas de La Huerta de Aranjuez y Frutas Eloy sin comprometer el balance ni pedir aval a los socios.;No está registrada en CNMV como plataforma de financiación participativa porque el descuento de pagarés y facturas es actividad libre. Menor protección regulatoria para el cedente y el inversor.;ninguno;66;B;alta;https://circulantis.com/;https://circulantis.com/sobre-nosotros;2026-09-21;nuevo
A6-023;Inversa Invoice Market;deuda_alternativa;mercado de compraventa de facturas;España;Madrid;https://inversa.es;Mercado que conecta empresas que necesitan liquidez con inversores que compran sus facturas. Las facturas se califican con un rating que determina coste y rentabilidad y se publican para su venta.;Marketplace generalista de facturas de pymes españolas.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Permite anticipar factura a factura sin línea comprometida, que es lo que necesita Rootflow mientras el volumen crece de 160 kg a 2.937 kg al mes.;Volumen y disponibilidad dependen del apetito de los inversores en cada subasta. Coste variable.;ninguno;62;B;alta;https://inversa.es/;https://inversa.es/;2026-09-21;nuevo
A6-024;Gedesco;deuda_alternativa;financiación de circulante para pymes;España;Valencia;https://www.gedesco.es;Una de las financieras privadas de circulante más veteranas de España, con productos de anticipo de facturas, descuento de pagarés, confirming y préstamos a pymes.;No verificada.;desconocido;desconocido;deuda;si;desconocido;-;-;-;-;formulario_web;Alternativa adicional de circulante para comparar precio contra Workcapital, Novicap y Finanzarel.;No se ha podido verificar su web desde nuestro entorno por un problema de certificado TLS. Confirmar productos, importes y condiciones antes de contactar.;ninguno;45;C;baja;https://www.rankia.com/blog/autonomos-y-emprendedores/6789892-mejores-empresas-factoring;https://www.gedesco.es/;2026-09-21;nuevo
A6-025;Avalmadrid SGR;publico_coinversor;sociedad de garantía recíproca de la Comunidad de Madrid;España;Madrid;https://www.avalmadrid.es;SGR de referencia de la Comunidad de Madrid, supervisada por el Banco de España. Otorga avales financieros y técnicos para que pymes, autónomos y emprendedores madrileños accedan a financiación bancaria con tipos más bajos y plazos más amplios.;Avala a pymes madrileñas de todos los sectores. Gestiona líneas bonificadas de la Comunidad de Madrid y del Ayuntamiento de Madrid.;desconocido;desconocido;deuda;si;2026-04;-;-;-;avalmadrid@avalmadrid.es;formulario_web;Su web dice literalmente que el aval evita aportar garantías personales adicionales: es la pieza que permite montar la póliza de 50 k€ y el CAPEX bancario respetando la línea roja de los fundadores de no dar avales personales. Además elevó en abril de 2026 a 30 M€ su línea conjunta con Bankinter.;No aporta capital ni computa como fondos propios para ENISA. Exige darse de alta como socio partícipe y pagar comisión de estudio y de aval. Analiza viabilidad y puede pedir garantías sobre el activo financiado.;ninguno;74;B;alta;https://www.avalmadrid.es/avales-financieros/;https://www.avalmadrid.es/noticias/avalmadrid-y-bankinter-elevan-a-30-millones-su-linea-conjunta-de-financiacion-para-pymes-y-autonomos/;2026-09-21;nuevo
A6-026;Iberaval SGR;publico_coinversor;sociedad de garantía recíproca multirregional;España;Valladolid;https://www.iberaval.es;La SGR más activa de España con más de 45 años, 160.000 empresas apoyadas y 230.000 avales. Opera en Castilla y León, La Rioja, Comunidad de Madrid, Galicia y Cantabria según el directorio oficial de CESGAR.;Avala inversión productiva, compra de maquinaria y circulante estructural de pymes de todos los sectores, con convenios con Caja Rural de Asturias e IGAPE.;desconocido;desconocido;deuda;si;2026-09;-;-;-;iberaval@iberaval.es;formulario_web;Opera en la Comunidad de Madrid y es la SGR con más músculo del país: segunda vía de aval en paralelo a Avalmadrid para el préstamo de CAPEX de la nave y la compra de racks y cámara frigorífica.;No aporta capital. Exige alta como socio partícipe y comisiones. Su foco principal sigue siendo Castilla y León.;ninguno;73;B;alta;https://cesgar.es/sgr/;https://www.iberaval.es/;2026-09-21;nuevo
A6-027;Afín SGR;publico_coinversor;sociedad de garantía recíproca;España;Valencia;https://afinsgr.es;SGR con catálogo amplio de productos avalados: préstamo ICO-Afín, préstamo inmueble al 100 %, préstamo autónomo exprés de concesión online inmediata, avales técnicos y líneas del Instituto Valenciano de Finanzas.;Avala a autónomos, microempresas y pymes de todos los sectores.;desconocido;desconocido;deuda;si;2026-09;-;-;-;afinsgr@afinsgr.es;formulario_web;Su producto de préstamo con aval sobre inmueble al 100 % del valor es interesante si la nave del sur de Madrid se compra en vez de alquilarse.;Base territorial en Comunidad Valenciana y muchas líneas vinculadas al IVF, que no aplican a una empresa madrileña. Confirmar elegibilidad de Rootflow.;ninguno;57;B;alta;https://cesgar.es/sgr/;https://afinsgr.es/;2026-09-21;nuevo
A6-028;Con Aval Sí SGR (Conavalsi);publico_coinversor;sociedad de garantía recíproca de ámbito nacional;España;Sevilla;https://www.conavalsi.com;Sociedad de garantía recíproca socia de CESGAR que ofrece avales y garantías a pymes y autónomos.;No verificada específicamente para agro.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;formulario_web;Tercera opción de aval si Avalmadrid e Iberaval no cubren el 100 % de la operación de CAPEX.;Información pública de producto muy limitada. Confirmar cobertura territorial real en Madrid y sectores admitidos.;ninguno;50;C;media;https://cesgar.es/sgr/;https://www.conavalsi.com/;2026-09-21;nuevo
A6-029;Garántia SGR;publico_coinversor;sociedad de garantía recíproca de Andalucía;España;Granada;https://sgrgarantia.es;SGR andaluza que mejora las condiciones del crédito bancario a pymes y autónomos. Ha renovado con CaixaBank una línea de 450 M€ para empresas andaluzas.;Avala ampliamente al tejido agroalimentario andaluz, con informe anual propio de financiación de pymes y autónomos de Andalucía.;desconocido;desconocido;deuda;si;2026-09;-;-;-;garantia@sgrgarantia.es;formulario_web;Referencia de músculo agro en SGR. Solo relevante si Rootflow abre un segundo centro de producción en Andalucía.;Ámbito territorial limitado a Andalucía. Rootflow no es elegible hoy.;ninguno;46;C;alta;https://cesgar.es/sgr/;https://sgrgarantia.es/;2026-09-21;nuevo
A6-030;Aválam SGR;publico_coinversor;sociedad de garantía recíproca de la Región de Murcia;España;Murcia;https://avalam.es;SGR murciana fundada por empresarios en 1981. Ofrece confirming avalado y la Línea Aquisgrán de financiación directa a tipo fijo sin intermediación de entidad financiera, con tramitación exprés.;Territorio con fuerte peso hortofrutícola y avales sobre compra de fincas rústicas con beneficios fiscales en ITP y AJD.;desconocido;desconocido;deuda;si;2026-09;-;-;-;avalam@avalam.es;formulario_web;Su Línea Aquisgrán de financiación directa sin banco es el modelo de producto que conviene pedir a Avalmadrid para acelerar plazos.;Ámbito territorial limitado a la Región de Murcia. Rootflow no es elegible hoy.;ninguno;45;C;alta;https://cesgar.es/sgr/;https://avalam.es/;2026-09-21;nuevo
A6-031;CESGAR (Confederación Española de Sociedades de Garantía Recíproca);publico_coinversor;confederación de las 18 SGR españolas;España;Madrid;https://cesgar.es;Asociación sin ánimo de lucro creada en 1980 que coordina y representa a las SGR españolas. Las 18 SGR inyectaron 3.083 M€ en 2025 mediante 25.074 avales y prevén más de 3.300 M€ en 2026.;Sus SGR socias avalan de forma masiva al sector primario y agroalimentario en toda España.;desconocido;desconocido;deuda;si;2026-06;-;-;-;-;formulario_web;No financia, pero su directorio es la puerta de entrada ordenada a todas las SGR y a las líneas bonificadas por comunidad autónoma.;No es financiador. Solo sirve como directorio y vía de introducción.;ninguno;39;C;alta;https://cesgar.es/sgr/;https://cesgar.es/las-sociedades-de-garantia-facilitan-1-695-millones-de-euros-a-pymes-y-autonomos-hasta-junio-de-2026-un-83-mas-que-el-ano-anterior/;2026-09-21;nuevo
A6-032;SEPIDES (SEPI Desarrollo Empresarial);publico_coinversor;sociedad pública estatal de financiación empresarial;España;Madrid;https://sepides.es;Sociedad 100 % pública del grupo SEPI que financia empresas españolas en expansión mediante préstamos ordinarios, préstamos participativos y participación minoritaria y temporal en capital. Gestiona los fondos Consolida, FAIIP, Germina, SAADSS y el mecanismo Reinicia+.;Financiación sectorialmente abierta con requisito de carácter innovador y efecto dinamizador de la economía.;200000;6000000;participativo|deuda|equity;si;2026-09;-;-;-;-;formulario_web;Es el único financiador público estatal fuera de la lista ya mapeada que hace préstamo participativo con toma minoritaria y temporal, exactamente la estructura que quieren los fundadores.;Importe mínimo declarado de 200.000 € en general y 500.000 € para el préstamo participativo, muy por encima de los 100 k€ de tramo privado. Proceso de análisis largo, incompatible con el term sheet de 31/10/2026. Exige fase de expansión y estructura financiera adecuada.;ninguno;43;C;alta;https://sepides.es/financiacion-empresarial/;https://www.sepides.es/tipo-de-financiacion-a-conceder/financiacion-empresarial/sepides/;2026-09-21;nuevo
A6-033;ICO (Instituto de Crédito Oficial);banca;banco público de promoción;España;Madrid;https://www.ico.es;Banco público que canaliza a través de la banca comercial las líneas ICO Empresas y Emprendedores, ICO MRR Verde e ICO MRR Empresas y Emprendedores, además de gestionar líneas de avales del Estado para autónomos, pymes y empresas.;Líneas abiertas a todos los sectores productivos, ampliamente utilizadas por el sector agroalimentario.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;intro_calida;Complemento natural de la póliza de 50 k€ y del CAPEX: se pide en el banco con el aval de Avalmadrid y abarata el coste sin tocar la estructura societaria.;No se contrata directamente con el ICO sino con la entidad bancaria, que asume el riesgo y es quien decide. No aporta fondos propios.;ninguno;58;B;alta;https://www.axispart.com/;https://www.ico.es/;2026-09-21;nuevo
A6-034;CERSA (Compañía Española de Reafianzamiento S.A.);publico_coinversor;reafianzamiento público de las SGR;España;Madrid;https://www.cersa-sme.es;Sociedad pública que reafianza los avales concedidos por las SGR españolas, con programas de la UE y del Fondo Europeo de Inversiones, facilitando que pymes y autónomos obtengan financiación.;Reafianza operaciones de todos los sectores canalizadas por las 18 SGR.;desconocido;desconocido;deuda;si;2026-09;-;-;-;-;desconocida;No se contacta directamente, pero explica por qué Avalmadrid puede asumir el riesgo de una empresa constituida en marzo de 2026: su aval está reafianzado por CERSA y por el FEI.;No financia ni avala directamente a la empresa. Es contraparte de las SGR, no de Rootflow.;ninguno;31;C;alta;https://www.cersa-sme.es/;https://www.cersa-sme.es/;2026-09-21;nuevo
A6-035;COFIDES;publico_coinversor;sociedad público-privada de financiación al desarrollo;España;Madrid;https://www.cofides.es;Sociedad estatal que financia proyectos de internacionalización e inversión sostenible. Más de 1.200 proyectos aprobados en 100 países y 5.100 M€ comprometidos, con 1.215 M€ de cartera viva.;Cartera diversificada con proyectos industriales y de infraestructura. Sin encaje con una pyme agro que opera solo en Madrid.;desconocido;desconocido;deuda|equity;si;2026-09;-;-;-;-;formulario_web;Sin encaje en esta ronda. Anotar para una fase posterior si Rootflow exporta o replica el modelo fuera de España.;Su mandato es la internacionalización y los tickets son de varios millones. Rootflow no es elegible hoy.;ninguno;30;C;alta;https://www.cofides.es/;https://www.cofides.es/;2026-09-21;nuevo
